fecha;valor,
07/04/2022;10414,84103
08/04/2022;10033,32516
09/04/2022;9655,124824
10/04/2022;9339,221512
11/04/2022;10056,47304
12/04/2022;10047,61869
13/04/2022;10176,42716
14/04/2022;9828,408748
15/04/2022;9257,815551
16/04/2022;9330,428557
17/04/2022;9314,224386
18/04/2022;10055,391
19/04/2022;9989,423007
20/04/2022;10126,35942
21/04/2022;10482,56552
22/04/2022;10225,50107
23/04/2022;9483,163461
24/04/2022;9499,99055
25/04/2022;10240,54246
26/04/2022;10289,20057
27/04/2022;10221,15924
28/04/2022;10306,4224
29/04/2022;10207,426
30/04/2022;9730,298836
01/05/2022;9760,84337
02/05/2022;10214,86455
03/05/2022;10372,89084
04/05/2022;10380,85385
05/05/2022;10205,4404
06/05/2022;10218,80503
07/05/2022;9693,7041
08/05/2022;9587,44272
09/05/2022;10281,75716
10/05/2022;10260,99216
11/05/2022;10320,6118
12/05/2022;10225,37826
13/05/2022;10222,3857
14/05/2022;9674,889252
15/05/2022;9667,788088
16/05/2022;10507,88183
17/05/2022;10349,7344
18/05/2022;10379,69465
19/05/2022;10494,12138
20/05/2022;10535,71034
21/05/2022;9915,489512
22/05/2022;9979,915085
23/05/2022;10412,1121
24/05/2022;10457,64793
25/05/2022;10617,50228
26/05/2022;10473,4533
27/05/2022;10495,29558
28/05/2022;10044,76792
29/05/2022;10271,92471
30/05/2022;10663,14917
31/05/2022;10843,24219
01/06/2022;11244,5947
02/06/2022;11368,44489
03/06/2022;11147,16745
04/06/2022;10802,7618
05/06/2022;10935,11584
06/06/2022;11233,15968
07/06/2022;11198,2763
08/06/2022;10917,65169
09/06/2022;10555,97488
10/06/2022;10595,17671
11/06/2022;10367,74569
12/06/2022;10476,3892
13/06/2022;10736,21076
14/06/2022;10695,75775
15/06/2022;10860,9236
16/06/2022;10909,90507
17/06/2022;10863,81036
18/06/2022;10350,17733
19/06/2022;10648,54983
20/06/2022;10801,37299
21/06/2022;10303,17149
22/06/2022;10852,28554
23/06/2022;11036,131
24/06/2022;11200,982
25/06/2022;10401,9997
26/06/2022;10458,2788
27/06/2022;10510,14951
28/06/2022;10972,5775
29/06/2022;10984,4005
30/06/2022;10873,26669
01/07/2022;11137,29264
02/07/2022;10450,77236
03/07/2022;10445,5803
04/07/2022;11000,2781
05/07/2022;10938,70632
06/07/2022;11229,17274
07/07/2022;10996,40335
08/07/2022;10937,57443
09/07/2022;10661,7303
10/07/2022;10894,18511
11/07/2022;11112,13592
12/07/2022;10890,8008
13/07/2022;11060,4474
14/07/2022;11311,46425
15/07/2022;11208,55034
16/07/2022;10842,4468
17/07/2022;10770,30893
18/07/2022;10885,69908
19/07/2022;10826,92834
20/07/2022;10707,38926
21/07/2022;10773,7797
22/07/2022;10673,5634
23/07/2022;10435,8152
24/07/2022;10303,98575
25/07/2022;10808,14435
26/07/2022;10655,95584
27/07/2022;10847,5452
28/07/2022;10795,68922
29/07/2022;10653,16923
30/07/2022;10379,21891
31/07/2022;10353,24034
01/08/2022;10837,12007
02/08/2022;10783,4371
03/08/2022;10782,42001
04/08/2022;10823,98284
05/08/2022;10589,28886
06/08/2022;10419,83942
07/08/2022;10473,2707
08/08/2022;10793,28884
09/08/2022;10611,15365
10/08/2022;10640,82412
11/08/2022;10516,30238
12/08/2022;10442,6463
13/08/2022;10320,90734
14/08/2022;10588,81466
15/08/2022;10674,72163
16/08/2022;10721,31251
17/08/2022;10641,61182
18/08/2022;10710,60313
19/08/2022;10657,5255
20/08/2022;10136,6394
21/08/2022;10394,464
22/08/2022;10780,35272
23/08/2022;10730,47147
24/08/2022;10813,21657
25/08/2022;10584,45186
26/08/2022;10580,48529
27/08/2022;9986,38877
28/08/2022;9787,382049
29/08/2022;10286,59133
30/08/2022;10158,4545
31/08/2022;10415,42968
01/09/2022;10453,30158
02/09/2022;10297,5991
03/09/2022;9698,19543
04/09/2022;9634,31887
05/09/2022;9942,450185
06/09/2022;10204,21547
07/09/2022;10461,27865
08/09/2022;10482,15368
09/09/2022;9978,581658
10/09/2022;9652,223676
11/09/2022;9547,51262
12/09/2022;9913,243169
13/09/2022;10052,26573
14/09/2022;10130,29778
15/09/2022;10026,1397
16/09/2022;9584,237079
17/09/2022;9541,155651
18/09/2022;9654,67331
19/09/2022;9704,752298
20/09/2022;10349,58757
21/09/2022;10244,34006
22/09/2022;10143,9179
23/09/2022;10365,13174
24/09/2022;10348,18391
25/09/2022;9989,769567
26/09/2022;10391,6161
27/09/2022;10331,23588
28/09/2022;10211,67515
29/09/2022;10223,52812
30/09/2022;10178,14806
01/10/2022;9795,802642
02/10/2022;9730,833342
03/10/2022;10282,70996
04/10/2022;10526,9969
05/10/2022;10320,83277
06/10/2022;10403,203
07/10/2022;10213,72781
08/10/2022;9506,38614
09/10/2022;9486,734181
10/10/2022;9518,904462
11/10/2022;10239,47707
12/10/2022;10277,8092
13/10/2022;10378,28112
14/10/2022;10239,18691
15/10/2022;9518,960648
16/10/2022;9604,465617
17/10/2022;10326,43727
18/10/2022;10397,80034
19/10/2022;10385,6923
20/10/2022;10214,81573
21/10/2022;10104,3145
22/10/2022;9524,644525
23/10/2022;9633,683985
24/10/2022;10148,6467
25/10/2022;10221,27741
26/10/2022;10166,85053
27/10/2022;10159,94502
28/10/2022;10085,9342
29/10/2022;9589,884623
30/10/2022;9714,977805
31/10/2022;9704,333854
01/11/2022;9707,988898
02/11/2022;10257,31738
03/11/2022;10240,3697
04/11/2022;10137,33208
05/11/2022;9591,367493
06/11/2022;9533,397358
07/11/2022;10271,62125
08/11/2022;10107,24415
09/11/2022;10261,34776
10/11/2022;10125,61045
11/11/2022;10177,5864
12/11/2022;9880,742743
13/11/2022;9729,574107
14/11/2022;10223,95666
15/11/2022;10361,8944
16/11/2022;10293,8222
17/11/2022;10405,36908
18/11/2022;10390,54924
19/11/2022;9736,201022
20/11/2022;9769,323277
21/11/2022;10454,27552
22/11/2022;10652,58368
23/11/2022;10556,2618
24/11/2022;10488,89203
25/11/2022;10509,67446
26/11/2022;9787,960346
27/11/2022;9604,577323
28/11/2022;10478,43573
29/11/2022;10527,25746
30/11/2022;10507,22373
01/12/2022;10487,3395
02/12/2022;10557,83816
03/12/2022;9828,239137
04/12/2022;9665,300304
05/12/2022;10555,55944
06/12/2022;10627,8429
07/12/2022;11068,54003
08/12/2022;9898,48836
09/12/2022;10995,45849
10/12/2022;9963,83615
11/12/2022;10147,28864
12/12/2022;10996,83746
13/12/2022;10911,4514
14/12/2022;10972,73589
15/12/2022;11107,43916
16/12/2022;10850,11999
17/12/2022;10075,60834
18/12/2022;9837,675496
19/12/2022;10905,29602
20/12/2022;11108,74428
21/12/2022;11038,73362
22/12/2022;10935,16121
23/12/2022;11107,18824
24/12/2022;9981,479325
25/12/2022;9648,731458
26/12/2022;10876,91569
27/12/2022;10823,26349
28/12/2022;10969,54807
29/12/2022;11232,74114
30/12/2022;10945,13758
31/12/2022;9750,93688
01/01/2023;9272,119946
02/01/2023;9618,881132
03/01/2023;10900,87754
04/01/2023;11175,39445
05/01/2023;11032,12923
06/01/2023;10857,7832
07/01/2023;9930,460351
08/01/2023;9667,417358
09/01/2023;10820,37916
10/01/2023;10826,67948
11/01/2023;11007,20432
12/01/2023;10785,66448
13/01/2023;10800,80469
14/01/2023;9883,34825
15/01/2023;9675,765087
16/01/2023;10837,81392
17/01/2023;10712,91192
18/01/2023;10858,16169
19/01/2023;10592,96838
20/01/2023;10688,36031
21/01/2023;9788,578389
22/01/2023;9651,852681
23/01/2023;10778,41192
24/01/2023;10774,48067
25/01/2023;10838,39811
26/01/2023;10727,82668
27/01/2023;10710,61348
28/01/2023;9861,532972
29/01/2023;9515,46876
30/01/2023;10811,10976
31/01/2023;10583,15043
01/02/2023;10660,9301
02/02/2023;10791,21039
03/02/2023;10710,80382
04/02/2023;9764,887465
05/02/2023;9430,223044
06/02/2023;10919,824
07/02/2023;10880,131
08/02/2023;10942,4528
09/02/2023;10935,53881
10/02/2023;10848,85778
11/02/2023;9971,330054
12/02/2023;9507,350547
13/02/2023;10919,71297
14/02/2023;10972,72757
15/02/2023;10868,80768
16/02/2023;10884,3024
17/02/2023;10956,96762
18/02/2023;9835,64436
19/02/2023;9549,609313
20/02/2023;11023,62493
21/02/2023;11058,42151
22/02/2023;10973,91748
23/02/2023;11278,12285
24/02/2023;11264,83111
25/02/2023;9987,202815
26/02/2023;9840,22817
27/02/2023;11184,74598
28/02/2023;11337,29011
01/03/2023;11161,29032
02/03/2023;11185,819
03/03/2023;10919,4979
04/03/2023;9908,794091
05/03/2023;9760,576223
06/03/2023;11001,1705
07/03/2023;11049,4893
08/03/2023;10986,8774
09/03/2023;11152,88922
10/03/2023;10903,29734
11/03/2023;9987,290187
12/03/2023;9720,500836
13/03/2023;10970,86942
14/03/2023;10931,86645
15/03/2023;10982,62493
16/03/2023;10983,73125
17/03/2023;10770,45992
18/03/2023;10034,20517
19/03/2023;9637,392522
20/03/2023;10732,2502
21/03/2023;10980,82577
22/03/2023;10982,45566
23/03/2023;11120,73134
24/03/2023;11075,8825
25/03/2023;10174,3308
26/03/2023;10037,2442
27/03/2023;10941,4286
28/03/2023;10843,99578
29/03/2023;10743,5058
30/03/2023;10696,11038
31/03/2023;10724,86275
01/04/2023;10140,49166
02/04/2023;10171,42062
03/04/2023;10651,10723
04/04/2023;10630,15242
05/04/2023;10515,97602
06/04/2023;10569,9842
07/04/2023;9459,161477
08/04/2023;9425,50695
09/04/2023;9443,740378
10/04/2023;10373,77169
11/04/2023;10370,67238
12/04/2023;10461,7396
13/04/2023;10510,87579
14/04/2023;10274,11716
15/04/2023;9513,707307
16/04/2023;9541,3316
17/04/2023;10283,27673
18/04/2023;10458,80964
19/04/2023;10590,64619
20/04/2023;10411,39646
21/04/2023;10385,5151
22/04/2023;9571,910177
23/04/2023;9568,785328
24/04/2023;10164,81177
25/04/2023;10262,68338
26/04/2023;10386,884
27/04/2023;10577,83786
28/04/2023;10653,87912
29/04/2023;9983,243335
30/04/2023;10070,32533
01/05/2023;9906,197974
02/05/2023;10184,12013
03/05/2023;10190,53579
04/05/2023;10174,83934
05/05/2023;10400,29555
06/05/2023;9871,646151
07/05/2023;9947,613686
08/05/2023;10350,24553
09/05/2023;10468,73562
10/05/2023;10555,32206
11/05/2023;10382,13998
12/05/2023;10332,11555
13/05/2023;9861,653737
14/05/2023;9914,439715
15/05/2023;10191,11021
16/05/2023;10651,30439
17/05/2023;10748,52286
18/05/2023;10395,86748
19/05/2023;10444,75524
20/05/2023;9721,402713
21/05/2023;10082,62617
22/05/2023;10410,75066
23/05/2023;10575,65557
24/05/2023;10610,16699
25/05/2023;10624,10468
26/05/2023;10535,8652
27/05/2023;10195,23683
28/05/2023;10352,31142
29/05/2023;10604,47971
30/05/2023;10654,22916
31/05/2023;10628,39041
01/06/2023;10733,15347
02/06/2023;10726,406
03/06/2023;10502,42057
04/06/2023;10742,66718
05/06/2023;10950,8356
06/06/2023;10817,5071
07/06/2023;10774,71557
08/06/2023;10822,98487
09/06/2023;10966,20078
10/06/2023;10253,99774
11/06/2023;10309,45231
12/06/2023;10773,4327
13/06/2023;10892,96869
14/06/2023;11351,43801
15/06/2023;11242,81364
16/06/2023;10993,75039
17/06/2023;10372,5397
18/06/2023;10621,569
19/06/2023;10992,96249
20/06/2023;11105,31888
21/06/2023;10645,8427
22/06/2023;11301,85633
23/06/2023;11323,98735
24/06/2023;10570,9247
25/06/2023;10927,30966
26/06/2023;10986,9545
27/06/2023;11058,7535
28/06/2023;10815,85021
29/06/2023;10821,57484
30/06/2023;10933,94709
01/07/2023;10400,13303
02/07/2023;10700,31147
03/07/2023;10849,7637
04/07/2023;10811,15
05/07/2023;10646,44156
06/07/2023;10598,72694
07/07/2023;10384,73571
08/07/2023;10386,35325
09/07/2023;10387,17329
10/07/2023;10917,28757
11/07/2023;10897,54442
12/07/2023;10954,553
13/07/2023;10769,6368
14/07/2023;10711,58027
15/07/2023;10386,3157
16/07/2023;10280,51759
17/07/2023;10668,47916
18/07/2023;10637,1701
19/07/2023;10899,67227
20/07/2023;10705,58993
21/07/2023;10883,40683
22/07/2023;10456,43691
23/07/2023;10618,70755
24/07/2023;11136,66536
25/07/2023;11185,24829
26/07/2023;10814,65083
27/07/2023;10669,72766
28/07/2023;10749,92165
29/07/2023;10353,77864
30/07/2023;10448,16848
31/07/2023;10809,77428
01/08/2023;10666,80558
02/08/2023;10572,21401
03/08/2023;10280,2137
04/08/2023;10221,81377
05/08/2023;10093,35075
06/08/2023;10030,40531
07/08/2023;10190,69182
08/08/2023;10572,31009
09/08/2023;10783,77517
10/08/2023;10884,19793
11/08/2023;10587,48956
12/08/2023;10341,88198
13/08/2023;10113,1527
14/08/2023;10313,3842
15/08/2023;10133,2082
16/08/2023;10592,19962
17/08/2023;10574,6943
18/08/2023;10494,90444
19/08/2023;10503,97753
20/08/2023;10571,38242
21/08/2023;10615,12562
22/08/2023;10855,99462
23/08/2023;10715,80101
24/08/2023;10548,86247
25/08/2023;10420,22126
26/08/2023;10180,89909
27/08/2023;10113,10855
28/08/2023;10313,33298
29/08/2023;10349,61412
30/08/2023;10358,68538
31/08/2023;10228,18409
01/09/2023;10170,91304
02/09/2023;10382,6983
03/09/2023;10120,54353
04/09/2023;10394,72468
05/09/2023;10438,70905
06/09/2023;10408,13331
07/09/2023;10688,40411
08/09/2023;10691,82861
09/09/2023;10074,13577
10/09/2023;9740,576892
11/09/2023;10721,26987
12/09/2023;10595,82503
13/09/2023;10505,1419
14/09/2023;10217,54597
15/09/2023;10014,14422
16/09/2023;9463,355383
17/09/2023;9669,615535
18/09/2023;9519,666626
19/09/2023;9968,549677
20/09/2023;10398,56423
21/09/2023;10790,35085
22/09/2023;10667,84012
23/09/2023;10219,71338
24/09/2023;10276,2027
25/09/2023;10542,70412
26/09/2023;10648,20129
27/09/2023;10586,99206
28/09/2023;10506,14258
29/09/2023;10478,7629
30/09/2023;10055,39582
01/10/2023;10158,88093
02/10/2023;10439,4465205863
03/10/2023;10909,1705565425
04/10/2023;10506,2735662131
05/10/2023;10537,26789423
06/10/2023;10410,1073488854
07/10/2023;9577,38161980032
08/10/2023;9742,27212835452
09/10/2023;10088,9300554378
10/10/2023;10382,4486368976
11/10/2023;10479,149421717
12/10/2023;10576,7019755212
13/10/2023;10502,8584526168
14/10/2023;9631,58397199199
15/10/2023;9574,22608362142
16/10/2023;10268,2087337066
17/10/2023;10214,902446259
18/10/2023;10313,4279662658
19/10/2023;10276,8173875317
20/10/2023;10218,4461991995
21/10/2023;9833,26489691983
22/10/2023;9926,87992237355
23/10/2023;10509,7139556345
24/10/2023;10303,4472881539
25/10/2023;10308,1976025375
26/10/2023;10169,539804934
27/10/2023;9909,27654806056
28/10/2023;9674,1985478627
29/10/2023;9811,33178283877
30/10/2023;10391,7456576993
31/10/2023;10131,7099058252
01/11/2023;10088,789166994
02/11/2023;10754,3842462456
03/11/2023;10271,842362049
04/11/2023;9826,58098840646
05/11/2023;9884,91632898831
06/11/2023;10471,7730161158
07/11/2023;10249,9833486321
08/11/2023;10314,4274286716
09/11/2023;10411,1201244291
10/11/2023;10498,2790711341
11/11/2023;10060,83610525
12/11/2023;9995,83700490277
13/11/2023;10585,9037375958
14/11/2023;10374,8955323938
15/11/2023;10424,1282271093
16/11/2023;10446,8463710242
17/11/2023;10414,7077304772
18/11/2023;9814,47938943535
19/11/2023;10049,8561723513
20/11/2023;10322,8418390131
21/11/2023;10458,2634503892
22/11/2023;10667,9049620894
23/11/2023;10656,6145124805
24/11/2023;10523,8256393215
25/11/2023;10148,2059618137
26/11/2023;10141,9741600289
27/11/2023;10576,9369992134
28/11/2023;10554,520742407
29/11/2023;10532,8977901099
30/11/2023;10470,2286133807
01/12/2023;10446,59037185
02/12/2023;10066,369811584
03/12/2023;9945,28356424755
04/12/2023;10586,2535873259
05/12/2023;10530,26362125
06/12/2023;10563,2959523547
07/12/2023;10854,8004638703
08/12/2023;10264,6750607848
09/12/2023;10166,4424497825
10/12/2023;10089,539791807
11/12/2023;10626,4316968909
12/12/2023;10591,4103089733
13/12/2023;10716,5211548324
14/12/2023;10690,3435175074
15/12/2023;10670,1588080736
16/12/2023;9861,22287002804
17/12/2023;9846,48818886807
18/12/2023;10594,745848721
19/12/2023;10701,701462222
20/12/2023;10563,1809783021
21/12/2023;10571,341370807
22/12/2023;10817,496325575
23/12/2023;10150,7154867591
24/12/2023;10156,6935152637
25/12/2023;10168,25088206
26/12/2023;11172,312219657
27/12/2023;10896,8379257254
28/12/2023;11124,2612843315
29/12/2023;11202,7320646688
30/12/2023;10111,9159827066
31/12/2023;10122,727240871
01/01/2024;9896,16836826168
03/01/2024;11129,7612388971
04/01/2024;11128,629888853
05/01/2024;11347,3325988009
06/01/2024;10126,1647487921
07/01/2024;10101,4542417426
08/01/2024;11166,8516246863
09/01/2024;11227,5373592283
10/01/2024;11212,9986066634
11/01/2024;11180,5229911365
12/01/2024;10975,1585148365
13/01/2024;9638,95568894916
14/01/2024;9740,50083448742
15/01/2024;10729,6086455435
16/01/2024;10866,9154378142
17/01/2024;10931,8363823907
18/01/2024;10820,3835451242
19/01/2024;10883,6135817141
20/01/2024;10004,846160548
21/01/2024;9891,76997017095
22/01/2024;10900,7197506595
23/01/2024;11176,5044904236
24/01/2024;11926,4953614565
25/01/2024;11629,3247497588
26/01/2024;11436,564071149
27/01/2024;10212,543213064
28/01/2024;10166,9331598978
29/01/2024;11703,8668632349
30/01/2024;11688,1601612246
31/01/2024;11904,466683903
01/02/2024;11826,2418022441
02/02/2024;11859,3972134942
03/02/2024;10659,4491133963
04/02/2024;10573,3478561138
05/02/2024;12089,3306209332
06/02/2024;11434,1013510782
07/02/2024;11603,2782777497
08/02/2024;11533,3978508254
09/02/2024;11584,3853060637
10/02/2024;10473,1253980836
11/02/2024;10314,286426542
12/02/2024;11530,6141220003
13/02/2024;11537,4671303022
14/02/2024;11511,1518542147
15/02/2024;11476,3053130829
16/02/2024;11339,5428738976
17/02/2024;10420,851626307
18/02/2024;10468,293301456
19/02/2024;11979,8545111399
20/02/2024;11478,191369041
21/02/2024;11399,5855234184
22/02/2024;11066,2355845451
23/02/2024;11070,6330796101
24/02/2024;10252,6873360175
25/02/2024;10191,6154401379
26/02/2024;11198,199673013
27/02/2024;11146,9008562201
28/02/2024;11387,471115237
29/02/2024;11359,7311530868
01/03/2024;11266,6830643721
02/03/2024;10333,5861918651
03/03/2024;10193,5335121461
04/03/2024;11282,7513536267
05/03/2024;11301,5679848188
06/03/2024;11383,6644438255
07/03/2024;11064,9162120137
08/03/2024;10976,6085959721
09/03/2024;9953,44268432156
10/03/2024;9815,49844619145
11/03/2024;11035,4792413664
12/03/2024;10944,2364858514
13/03/2024;10957,7779422569
14/03/2024;10801,8402441428
15/03/2024;10761,2841281302
16/03/2024;9895,61998748838
17/03/2024;10004,8302263432
18/03/2024;10847,6953708153
19/03/2024;10899,6385708462
20/03/2024;10649,5885448755
21/03/2024;10975,8863192279
22/03/2024;10930,5756184749
23/03/2024;10175,796314406
24/03/2024;10140,177543396
25/03/2024;11517,4636127016
26/03/2024;10986,3078645554
27/03/2024;10950,79913795
28/03/2024;10848,6316219358
29/03/2024;9652,61578870412
30/03/2024;9855,12345198911
31/03/2024;9800,11772406088
01/04/2024;10575,4776469118
02/04/2024;10841,834495472
03/04/2024;10740,9856776126
04/04/2024;10529,3423393126
05/04/2024;10537,3461709827
06/04/2024;9780,22143943128
07/04/2024;9718,34829031132
08/04/2024;10410,534105159
09/04/2024;10392,1272001
10/04/2024;10363,4369065979
11/04/2024;10366,2595543185
12/04/2024;10494,914135274
13/04/2024;9671,77280538839
14/04/2024;9525,22004079454
15/04/2024;10404,4004660294
16/04/2024;10490,819204216
17/04/2024;10546,2306665751
18/04/2024;10082,1160207094
19/04/2024;10279,1691037434
20/04/2024;9637,24505642332
21/04/2024;9812,37955822494
22/04/2024;10415,7607550517
23/04/2024;10538,2398364271
24/04/2024;10613,2750797295
25/04/2024;10517,9072707701
26/04/2024;10491,3941151438
27/04/2024;10000,9987926287
28/04/2024;9747,99898967572
29/04/2024;10453,1557851291
30/04/2024;10612,1900338828
01/05/2024;10300,4902402076
02/05/2024;10904,1215325007
03/05/2024;10737,394890838
04/05/2024;10103,7680092048
05/05/2024;10182,2644513646
06/05/2024;11074,6975143361
07/05/2024;11257,5239382482
08/05/2024;11154,2123388505
09/05/2024;11140,1971838529
10/05/2024;10997,8839678042
11/05/2024;10051,1132519676
12/05/2024;10151,9305187649
13/05/2024;10731,3639448204
14/05/2024;11116,2942480353
15/05/2024;11478,7801438673
16/05/2024;11324,4418876066
17/05/2024;11278,4475051777
18/05/2024;10296,6878474452
19/05/2024;10931,7645659978
20/05/2024;11528,5744936629
21/05/2024;10750,8500743064
22/05/2024;11667,3994723254
23/05/2024;11455,954522674
24/05/2024;11446,5758390132
25/05/2024;10698,2818012262
26/05/2024;10504,4711663693
27/05/2024;11249,5557738968
28/05/2024;11318,4966779562
29/05/2024;11278,6192712786
30/05/2024;11352,6304216374
31/05/2024;11624,7236707476
01/06/2024;10758,607147017
02/06/2024;11090,6095349368
03/06/2024;11526,8576497721
04/06/2024;11403,4712180649
05/06/2024;11433,6974593512
06/06/2024;11142,775517
07/06/2024;11467,1520431049
08/06/2024;10625,814609416
09/06/2024;10908,7038359217
10/06/2024;11194,2034839836
11/06/2024;10948,598112674
12/06/2024;11193,7517144127
13/06/2024;11360,878995963
14/06/2024;11043,7006513868
15/06/2024;10574,6152901994
16/06/2024;10678,960118242
17/06/2024;11215,7330195747
18/06/2024;11455,3653305594
19/06/2024;11375,455067198
20/06/2024;10854,7266268193
21/06/2024;11547,9522139101
22/06/2024;10695,7959012746
23/06/2024;10863,3570881385
24/06/2024;11601,4561850246
25/06/2024;11786,29253283
26/06/2024;11132,9411735752
27/06/2024;11517,4801611321
28/06/2024;11515,2937389471
29/06/2024;11061,8390101555
30/06/2024;10879,6984940709
01/07/2024;11357,2004801057
02/07/2024;11131,5503674714
03/07/2024;10995,2192047563
04/07/2024;10803,3054623997
05/07/2024;10572,1190980434
06/07/2024;10501,7084400933
07/07/2024;10295,224459755
08/07/2024;11135,1145704491
09/07/2024;11139,8427364662
10/07/2024;11244,3565858971
11/07/2024;11406,4319725865
12/07/2024;11301,7474414758
13/07/2024;10667,8398077412
14/07/2024;10873,1028892155
15/07/2024;11422,6874262082
16/07/2024;10505,2139130971
17/07/2024;11107,8999069723
18/07/2024;11203,8242696868
19/07/2024;11161,3591026424
20/07/2024;10669,3483120845
21/07/2024;10836,6696753403
22/07/2024;11329,7284899846
23/07/2024;10862,342704292
24/07/2024;10863,3505596673
25/07/2024;10926,85739234
26/07/2024;10842,486679159
27/07/2024;10680,5767076292
28/07/2024;10711,8741242049
29/07/2024;10882,7605621048
30/07/2024;10953,381561821
31/07/2024;10879,2956433786
01/08/2024;11090,7880424235
02/08/2024;11246,6331689226
03/08/2024;10838,25851316
04/08/2024;10845,5641180234
05/08/2024;11438,3455761617
06/08/2024;11049,154815375
07/08/2024;11205,86879308
08/08/2024;11118,648656294
09/08/2024;11075,7470966634
10/08/2024;10734,2323767886
11/08/2024;10914,4037593729
12/08/2024;10998,4708355559
13/08/2024;11136,3235254687
14/08/2024;10897,8540892963
15/08/2024;10612,2735991104
16/08/2024;10776,8242185347
17/08/2024;10388,953523086
18/08/2024;10463,2205900504
19/08/2024;10479,8307407294
20/08/2024;10689,6208895389
21/08/2024;11275,5039912562
22/08/2024;11332,7727336822
23/08/2024;11226,334233067
24/08/2024;10594,2655494781
25/08/2024;10754,837305154
26/08/2024;11092,7214041697
27/08/2024;11091,3520347189
28/08/2024;11114,795025123
29/08/2024;11240,4702944403
30/08/2024;10836,159532919
31/08/2024;10561,6366623405
01/09/2024;10566,3348548969
02/09/2024;10624,5407668636
03/09/2024;10989,3722618488
04/09/2024;10883,8180213
05/09/2024;10770,5145781366
06/09/2024;10501,918707223
07/09/2024;10110,8044638316
08/09/2024;10091,369689475
09/09/2024;10364,1947027141
10/09/2024;10414,1642401517
11/09/2024;10308,2278991712
12/09/2024;10278,3304467886
13/09/2024;10303,5769536127
14/09/2024;10321,3158701369
15/09/2024;10174,6491789717
16/09/2024;10312,1524256559
17/09/2024;10475,2060733111
18/09/2024;9809,77614375
19/09/2024;9756,57156036607
20/09/2024;9232,347792047
21/09/2024;10163,2109971047
22/09/2024;10198,32708766
23/09/2024;10382,34177742
24/09/2024;10698,5029797695
25/09/2024;10593,260323166
26/09/2024;10511,359128003
27/09/2024;10401,55185385
28/09/2024;10096,68159606
29/09/2024;10339,9984283773
30/09/2024;10508,1708742297
01/10/2024;10374,3268373972
02/10/2024;10541,7716506915
03/10/2024;10568,4994496976
04/10/2024;10561,7759684874
05/10/2024;9840,59325658634
06/10/2024;10073,182642
07/10/2024;10540,314117284
08/10/2024;10373,1714265959
09/10/2024;10416,2556856775
10/10/2024;10314,87442156
11/10/2024;10174,6744593024
12/10/2024;9481,848579
13/10/2024;9876,9347120774
14/10/2024;10277,3815316624
15/10/2024;10325,3468166012
16/10/2024;10284,8586177846
17/10/2024;10287,6319743122
18/10/2024;10177,6893346032
19/10/2024;9651,65582338001
20/10/2024;10044,9270718341
21/10/2024;10525,6018230248
22/10/2024;10494,2229135879
23/10/2024;10445,89240652
24/10/2024;10332,6660947255
25/10/2024;10282,6947856
26/10/2024;9682,28719579135
27/10/2024;9791,48295763848
28/10/2024;10365,21444367
29/10/2024;10218,6086002529
30/10/2024;10411,8451789216
31/10/2024;9620,40079575997
01/11/2024;9846,41525243998
02/11/2024;9914,73768357969
03/11/2024;10000,4805029074
04/11/2024;10307,1591536881
05/11/2024;10432,1274269187
06/11/2024;10449,84982851
07/11/2024;10472,9272881672
08/11/2024;10283,35087871
09/11/2024;9662,38235141417
10/11/2024;9825,43881188479
11/11/2024;10439,3954356092
12/11/2024;10542,45355022
13/11/2024;10493,7742331633
14/11/2024;10476,9100183
15/11/2024;10503,6181711825
16/11/2024;9767,42926385031
17/11/2024;9910,14137882041
18/11/2024;10388,58428976
19/11/2024;10485,2561074288
20/11/2024;10563,2298575137
21/11/2024;10593,474187463
22/11/2024;10572,1807733986
23/11/2024;9895,74498801
24/11/2024;10024,6342357
25/11/2024;10559,2209077714
26/11/2024;10700,3291686332
27/11/2024;10709,8748956419
28/11/2024;10749,2993279
29/11/2024;10700,27869609
30/11/2024;10066,21584535
01/12/2024;10223,1951358342
02/12/2024;10884,383423423
03/12/2024;10738,5140079445
04/12/2024;10780,102201611
05/12/2024;10737,5881130083
06/12/2024;10750,2162924994
07/12/2024;10014,4063909172
08/12/2024;9590,9704005454
09/12/2024;10934,7782496635
10/12/2024;10933,2805337189
11/12/2024;10893,1473443203
12/12/2024;11076,5954574716
13/12/2024;11013,127455811
14/12/2024;10008,7699730294
15/12/2024;9975,9903740899
16/12/2024;10966,9701528191
17/12/2024;11128,392650858
18/12/2024;11455,910487702
19/12/2024;11431,4222903663
20/12/2024;11149,7914443833
21/12/2024;10472,6869630509
22/12/2024;10221,2028494743
23/12/2024;11154,1096212065
24/12/2024;11011,7014000674
25/12/2024;10283,364683189
26/12/2024;11017,5711889688
27/12/2024;11112,3850751943
28/12/2024;10595,9294800271
29/12/2024;10297,9317756998
30/12/2024;11494,6370780489
31/12/2024;10939,5185219493
01/01/2025;9892,84633984831
02/01/2025;11114,4078328146
03/01/2025;11078,4689928108
04/01/2025;10182,4561620257
05/01/2025;10252,522786542
06/01/2025;11393,7834118181
07/01/2025;10957,1420423463
08/01/2025;11033,4020863755
09/01/2025;10961,709013916
10/01/2025;10974,786255967
11/01/2025;10151,15017044
12/01/2025;10240,1812090813
13/01/2025;11121,419664714
14/01/2025;11207,7175576851
