fecha;sistema;dmin_mw;dmax_mw,,
24/10/2008;SING;1504,72;1715,72
25/10/2008;SIC;3935,69;5227,7
25/10/2008;SING;1506,38;1567,86
26/10/2008;SIC;3369,41;4977,75
26/10/2008;SING;1467,52;1566,7
27/10/2008;SIC;3700,84;5717,37
27/10/2008;SING;1512,88;1780,74
28/10/2008;SIC;3990,55;5739,31
28/10/2008;SING;1626,19;1735,64
29/10/2008;SIC;4009,64;5787,73
29/10/2008;SING;1580,21;1734,79
30/10/2008;SIC;665,55;780,49
30/10/2008;SING;1594,92;1721,75
31/10/2008;SING;1654,40;1723,17
01/11/2008;SIC;3442,86;5009,2
01/11/2008;SING;1664,88;1775,55
02/11/2008;SIC;3223,19;5121,96
02/11/2008;SING;1663,37;1810,57
03/11/2008;SIC;3655,24;5818,3
03/11/2008;SING;1687,25;1812,92
04/11/2008;SIC;3965,99;5818,35
04/11/2008;SING;1603,53;1770,97
05/11/2008;SIC;3946,66;5665,90
05/11/2008;SING;1558,90;1724,65
06/11/2008;SIC;3869,97;5666,72
06/11/2008;SING;1514,41;1749,9
07/11/2008;SIC;3975,29;5627,23
07/11/2008;SING;1646,89;1807,88
08/11/2008;SIC;3902,09;5246,69
08/11/2008;SING;1631,08;1831,3
09/11/2008;SIC;3292,74;5138,54
09/11/2008;SING;1708,46;1831,48
10/11/2008;SIC;3684,31;5826,71
10/11/2008;SING;1672,22;1808,57
11/11/2008;SIC;3950,54;5707,30
11/11/2008;SING;1658,40;1812,42
12/11/2008;SIC;3879,51;5744,31
12/11/2008;SING;1664,63;1803,70
13/11/2008;SIC;3924,91;5607,44
13/11/2008;SING;1636,07;1800,99
14/11/2008;SIC;3999,84;5586,31
14/11/2008;SING;1722,58;1805,70
15/11/2008;SIC;3952,70;5243,18
15/11/2008;SING;1642,23;1745,23
16/11/2008;SIC;3335,27;5068,30
16/11/2008;SING;1672,41;1853,58
17/11/2008;SIC;3699,89;5806,44
17/11/2008;SING;1594,07;1768,70
18/11/2008;SIC;4002,36;5799,73
18/11/2008;SING;1585,70;1688,35
19/11/2008;SIC;3965,13;5713,3
19/11/2008;SING;1574,85;1710,69
20/11/2008;SIC;3943,04;5770,50
20/11/2008;SING;1511,80;1683,70
21/11/2008;SIC;4001,58;5646,86
21/11/2008;SING;1569,67;1683,65
22/11/2008;SIC;3906,40;5218,22
22/11/2008;SING;1595,99;1710,25
23/11/2008;SIC;3230,64;5089,24
23/11/2008;SING;1583,98;1730,54
24/11/2008;SIC;3669,88;5849,70
24/11/2008;SING;1624,44;1726,17
25/11/2008;SIC;3903,81;5801,98
25/11/2008;SING;1636,85;1777,75
26/11/2008;SIC;3983,80;5778,60
26/11/2008;SING;1677,45;1781,85
27/11/2008;SIC;4033,71;5734,2
27/11/2008;SING;1692,26;1815,94
28/11/2008;SIC;3990,82;5732,5
28/11/2008;SING;1611,73;1815,77
29/11/2008;SIC;3963,35;5261,46
29/11/2008;SING;1698,05;1785,51
30/11/2008;SIC;3309,44;5086,87
30/11/2008;SING;1691,92;1799,26
01/12/2008;SIC;3686,98;5731,36
01/12/2008;SING;1716,57;1814,18
02/12/2008;SIC;3958,73;5730,81
02/12/2008;SING;1717,26;1818,56
03/12/2008;SIC;4054,04;5709,19
03/12/2008;SING;1644,96;1791,24
04/12/2008;SIC;4016,90;5662,69
04/12/2008;SING;1596,85;1795,90
05/12/2008;SIC;3998,16;5763,89
05/12/2008;SING;1676,15;1817,99
06/12/2008;SIC;3946,63;5197,85
06/12/2008;SING;1680,27;1808,68
07/12/2008;SIC;3364,45;4878,6
07/12/2008;SING;1541,45;1894,93
08/12/2008;SIC;3362,12;5156,69
08/12/2008;SING;1752,73;1868,66
09/12/2008;SIC;3779,46;5822,11
09/12/2008;SING;1756,88;1846,24
10/12/2008;SIC;4104,21;5802,22
10/12/2008;SING;1677,12;1810,60
11/12/2008;SIC;4072,91;5838,69
11/12/2008;SING;1687,39;1831,42
12/12/2008;SIC;4109,02;5758,35
12/12/2008;SING;1667,99;1859,94
13/12/2008;SIC;4002,43;5368,11
13/12/2008;SING;1732,20;1843,67
14/12/2008;SIC;3417,25;5131,13
14/12/2008;SING;1711,66;1866,86
15/12/2008;SIC;3695,20;5723,69
15/12/2008;SING;1747,69;1832,90
16/12/2008;SIC;4059,19;5702,5
16/12/2008;SING;1657,82;1821,58
17/12/2008;SIC;4040,01;5632,78
17/12/2008;SING;1646,80;1808,65
18/12/2008;SIC;3967,69;5783,9
18/12/2008;SING;1622,83;1803,20
19/12/2008;SIC;4092,82;5816,54
19/12/2008;SING;1759,88;1838,34
20/12/2008;SIC;3997,43;5271,0
20/12/2008;SING;1742,14;1862,35
21/12/2008;SIC;3426,44;5175,25
21/12/2008;SING;1741,22;1891,92
22/12/2008;SIC;3831,22;5757,52
22/12/2008;SING;1688,18;1862,97
23/12/2008;SIC;4087,91;5836,87
23/12/2008;SING;1696,71;1836,32
24/12/2008;SIC;4114,58;5626,38
24/12/2008;SING;1751,93;1848,9
25/12/2008;SIC;3212,58;4852,60
25/12/2008;SING;1633,32;1837,87
26/12/2008;SIC;3665,87;5579,13
26/12/2008;SING;1741,53;1854,4
27/12/2008;SIC;3951,69;5285,37
27/12/2008;SING;1753,21;1854,88
28/12/2008;SIC;3442,09;5194,18
28/12/2008;SING;1703,20;1818,38
29/12/2008;SIC;3820,29;5838,74
29/12/2008;SING;1673,34;1829,19
30/12/2008;SIC;3572,98;4058,22
30/12/2008;SING;1682,34;1802,24
31/12/2008;SING;1552,99;1772,47
01/01/2009;SIC;2885,89;4322,28
01/01/2009;SING;1294,74;1452,87
02/01/2009;SIC;3228,92;5203,12
02/01/2009;SING;1444,48;1682,3
03/01/2009;SIC;3541,21;5013,61
03/01/2009;SING;1542,25;1709,63
04/01/2009;SIC;3310,77;4938,24
04/01/2009;SING;1561,43;1748,74
05/01/2009;SIC;3623,91;5798,96
05/01/2009;SING;1573,43;1713,28
06/01/2009;SIC;4027,03;5777,78
06/01/2009;SING;1488,44;1643,59
07/01/2009;SIC;4005,08;5737,15
07/01/2009;SING;1493,63;1589,71
08/01/2009;SIC;4006,73;5747,65
08/01/2009;SING;1435,12;1650,90
09/01/2009;SIC;4063,73;5767,69
09/01/2009;SING;1532,82;1729,4
10/01/2009;SIC;3958,25;5195,96
10/01/2009;SING;1602,38;1722,81
11/01/2009;SIC;3392,26;4986,49
11/01/2009;SING;1557,45;1697,51
12/01/2009;SIC;3720,45;5782,10
12/01/2009;SING;1489,90;1681,88
13/01/2009;SIC;4035,49;5810,71
13/01/2009;SING;1448,46;1668,54
14/01/2009;SIC;4022,66;5666,49
14/01/2009;SING;1461,72;1673,1
15/01/2009;SIC;4001,37;5840,33
15/01/2009;SING;1560,66;1686,82
16/01/2009;SIC;4079,09;5829,60
16/01/2009;SING;1539,07;1687,68
17/01/2009;SIC;3977,48;5092,47
17/01/2009;SING;1465,20;1600,9
18/01/2009;SIC;3378,70;4940,6
18/01/2009;SING;1448,19;1589,90
19/01/2009;SIC;3773,25;5954,9
19/01/2009;SING;1508,87;1609,79
20/01/2009;SIC;4145,67;5902,13
20/01/2009;SING;1494,00;1597,22
21/01/2009;SIC;4201,64;5814,32
21/01/2009;SING;1555,11;1687,5
22/01/2009;SIC;4085,57;5937,53
22/01/2009;SING;1601,33;1739,55
23/01/2009;SIC;4169,28;5877,92
23/01/2009;SING;1543,18;1757,65
24/01/2009;SIC;4065,43;5196,34
24/01/2009;SING;1461,09;1625,43
25/01/2009;SIC;3386,39;4984,96
25/01/2009;SING;1499,28;1652,88
26/01/2009;SIC;3789,20;5782,58
26/01/2009;SING;1537,92;1656,9
27/01/2009;SIC;4116,77;5886,16
27/01/2009;SING;1564,24;1652,81
28/01/2009;SIC;4122,95;6007,34
28/01/2009;SING;1580,95;1738,58
29/01/2009;SIC;4112,04;5832,15
29/01/2009;SING;1625,92;1741,51
30/01/2009;SIC;4136,25;5756,40
30/01/2009;SING;1570,64;1713,11
31/01/2009;SIC;3971,99;5126,89
31/01/2009;SING;1581,08;1681,61
01/02/2009;SIC;3377,16;4886,21
01/02/2009;SING;1598,47;1818,26
02/02/2009;SIC;3699,67;5620,80
02/02/2009;SING;1670,55;1809,23
03/02/2009;SIC;4058,72;5667,3
03/02/2009;SING;1669,38;1797,84
04/02/2009;SIC;4124,05;5660,53
04/02/2009;SING;1672,99;1780,82
05/02/2009;SIC;4075,55;5623,54
05/02/2009;SING;1728,74;1796,74
06/02/2009;SIC;4016,37;5661,7
06/02/2009;SING;1745,38;1820,59
07/02/2009;SIC;3948,93;5161,46
07/02/2009;SING;1661,08;1811,32
08/02/2009;SIC;3325,20;4945,24
08/02/2009;SING;1676,39;1836,67
09/02/2009;SIC;3719,75;5698,97
09/02/2009;SING;1697,19;1829,67
10/02/2009;SIC;4067,06;5728,77
10/02/2009;SING;1639,34;1795,46
11/02/2009;SIC;4048,02;5802,34
11/02/2009;SING;1594,89;1787,29
12/02/2009;SIC;4100,02;5768,94
12/02/2009;SING;1671,24;1803,66
13/02/2009;SIC;4143,94;5794,32
13/02/2009;SING;1682,10;1781,9
14/02/2009;SIC;4075,89;5314,51
14/02/2009;SING;1667,65;1789,26
15/02/2009;SIC;3476,74;5036,66
15/02/2009;SING;1675,02;1832,40
16/02/2009;SIC;3799,19;5812,47
16/02/2009;SING;1581,86;1816,26
17/02/2009;SIC;4115,73;5860,8
17/02/2009;SING;1690,43;1816,2
18/02/2009;SIC;4090,45;5799,33
18/02/2009;SING;1629,39;1800,83
19/02/2009;SIC;4165,23;5786,40
19/02/2009;SING;1611,42;1769,22
20/02/2009;SIC;4081,82;5667,21
20/02/2009;SING;1671,19;1756,89
21/02/2009;SIC;4009,25;5198,87
21/02/2009;SING;1599,63;1771,27
22/02/2009;SIC;3421,50;5056,79
22/02/2009;SING;1646,85;1789,54
23/02/2009;SIC;3725,69;5864,50
23/02/2009;SING;1714,95;1796,41
24/02/2009;SIC;4118,02;5742,98
24/02/2009;SING;1646,79;1783,85
25/02/2009;SIC;4096,06;5863,69
25/02/2009;SING;1643,78;1777,69
26/02/2009;SIC;4098,80;5833,41
26/02/2009;SING;1675,54;1802,19
27/02/2009;SIC;4092,47;5806,93
27/02/2009;SING;1702,66;1817,90
28/02/2009;SIC;4081,13;5316,18
28/02/2009;SING;1683,49;1804,68
01/03/2009;SIC;3476,82;5110,79
01/03/2009;SING;1611,00;1746,12
02/03/2009;SIC;3705,38;5825,23
02/03/2009;SING;1639,65;1739,78
03/03/2009;SIC;4077,14;5818,58
03/03/2009;SING;1573,01;1724,79
04/03/2009;SIC;4077,26;5882,93
04/03/2009;SING;1449,47;1704,20
05/03/2009;SIC;4101,61;5911,28
05/03/2009;SING;1549,08;1701,61
06/03/2009;SIC;4108,80;5934,55
06/03/2009;SING;1486,52;1661,99
07/03/2009;SIC;4161,29;5461,8
07/03/2009;SING;1560,11;1653,23
08/03/2009;SIC;3559,23;5264,92
08/03/2009;SING;1513,81;1727,98
09/03/2009;SIC;3778,57;5976,57
09/03/2009;SING;1602,51;1710,63
10/03/2009;SIC;4152,99;5846,45
10/03/2009;SING;1451,99;1622,94
11/03/2009;SIC;4071,03;5877,85
11/03/2009;SING;1525,10;1635,53
12/03/2009;SIC;4017,30;5813,75
12/03/2009;SING;1578,29;1702,66
13/03/2009;SIC;4042,09;5926,89
13/03/2009;SING;1607,98;1702,62
14/03/2009;SIC;4189,12;5495,77
14/03/2009;SING;1587,91;1726,56
15/03/2009;SIC;3403,81;5180,71
15/03/2009;SING;1592,57;1718,3
16/03/2009;SIC;3674,77;6008,7
16/03/2009;SING;1557,87;1684,3
17/03/2009;SIC;4041,45;6037,5
17/03/2009;SING;1514,59;1616,98
18/03/2009;SIC;4030,56;5955,7
18/03/2009;SING;1403,76;1582,84
19/03/2009;SIC;4060,07;6028,83
19/03/2009;SING;1443,73;1615,46
20/03/2009;SIC;4042,49;5942,87
20/03/2009;SING;1511,87;1672,58
21/03/2009;SIC;3977,76;5478,11
21/03/2009;SING;1609,78;1825,71
22/03/2009;SIC;3435,56;5224,2
22/03/2009;SING;1686,54;1890,29
23/03/2009;SIC;3755,49;5897,44
23/03/2009;SING;1732,94;1856,16
24/03/2009;SIC;3967,99;5953,56
24/03/2009;SING;1700,08;1818,32
25/03/2009;SIC;4062,02;5949,41
25/03/2009;SING;1638,58;1775,52
26/03/2009;SIC;3934,23;5953,36
26/03/2009;SING;1664,53;1769,17
27/03/2009;SIC;4027,54;5913,39
27/03/2009;SING;1716,41;1798,89
28/03/2009;SIC;4091,57;5553,83
28/03/2009;SING;1681,74;1791,2
29/03/2009;SIC;3406,81;4944,5
29/03/2009;SING;1660,64;1787,5
30/03/2009;SIC;3598,72;5716,2
30/03/2009;SING;1712,16;1759,38
31/03/2009;SIC;3879,72;5796,42
31/03/2009;SING;1401,37;1743,55
01/04/2009;SIC;3968,22;5492,56
01/04/2009;SING;1225,78;1660,34
02/04/2009;SIC;3965,78;5508,29
02/04/2009;SING;1511,47;1696,76
03/04/2009;SIC;4008,77;5646,42
03/04/2009;SING;1520,30;1759,81
04/04/2009;SIC;3957,89;5043,63
04/04/2009;SING;1605,64;1753,37
05/04/2009;SIC;3414,36;4946,68
05/04/2009;SING;1624,97;1740,70
06/04/2009;SIC;3715,51;5616,2
06/04/2009;SING;1597,06;1725,82
07/04/2009;SIC;4061,43;5659,78
07/04/2009;SING;1542,95;1685,39
08/04/2009;SIC;4016,94;5572,38
08/04/2009;SING;1567,85;1682,61
09/04/2009;SIC;3967,20;5451,8
09/04/2009;SING;1566,31;1762,75
10/04/2009;SIC;3418,29;4577,0
10/04/2009;SING;1688,77;1801,53
11/04/2009;SIC;3324,75;4671,24
11/04/2009;SING;1686,18;1837,76
12/04/2009;SIC;3185,14;4832,13
12/04/2009;SING;1686,30;1814,24
13/04/2009;SIC;3553,37;5484,41
13/04/2009;SING;1654,05;1773,36
14/04/2009;SIC;3935,93;5555,50
14/04/2009;SING;1634,18;1772,99
15/04/2009;SIC;4026,96;5563,41
15/04/2009;SING;1672,10;1767,12
16/04/2009;SIC;4042,99;5555,47
16/04/2009;SING;1600,19;1759,63
17/04/2009;SIC;4004,43;5493,81
17/04/2009;SING;1663,83;1834,88
18/04/2009;SIC;3926,66;4963,48
18/04/2009;SING;1741,24;1838,31
19/04/2009;SIC;3275,74;4898,98
19/04/2009;SING;1693,60;1842,48
20/04/2009;SIC;3589,06;5570,77
20/04/2009;SING;1718,26;1824,42
21/04/2009;SIC;4046,06;5546,75
21/04/2009;SING;1713,48;1835,29
22/04/2009;SIC;4037,23;5565,31
22/04/2009;SING;1542,59;1795,82
23/04/2009;SIC;3928,90;5300,82
23/04/2009;SING;1688,02;1810,96
24/04/2009;SIC;3879,90;5432,12
24/04/2009;SING;1670,56;1777,41
25/04/2009;SIC;3866,27;4927,59
25/04/2009;SING;1697,17;1834,31
26/04/2009;SIC;3266,62;4839,79
26/04/2009;SING;1682,57;1844,35
27/04/2009;SIC;3676,74;5447,1
27/04/2009;SING;1733,56;1858,22
28/04/2009;SIC;3998,41;5434,47
28/04/2009;SING;1745,27;1840,79
29/04/2009;SIC;3980,56;5489,72
29/04/2009;SING;1697,29;1838,60
30/04/2009;SIC;3104,35;3587,64
30/04/2009;SING;1725,29;1815,22
01/05/2009;SIC;3501,27;4737,34
01/05/2009;SING;1591,70;1785,32
02/05/2009;SIC;3530,74;4988,84
02/05/2009;SING;1694,78;1784,40
03/05/2009;SIC;3376,48;4988,18
03/05/2009;SING;1673,73;1808,6
04/05/2009;SIC;3598,33;5346,94
04/05/2009;SING;1661,83;1756,40
05/05/2009;SIC;3850,67;5378,23
05/05/2009;SING;1638,12;1776,59
06/05/2009;SIC;3807,27;5320,31
06/05/2009;SING;1591,26;1769,42
07/05/2009;SIC;3858,38;5495,87
07/05/2009;SING;1548,52;1726,10
08/05/2009;SIC;3865,13;5277,36
08/05/2009;SING;1616,48;1805,3
09/05/2009;SIC;3975,91;5057,74
09/05/2009;SING;1585,60;1779,7
10/05/2009;SIC;3407,54;4912,16
10/05/2009;SING;1638,09;1744,10
11/05/2009;SIC;3474,16;5426,24
11/05/2009;SING;1621,88;1728,1
12/05/2009;SIC;3894,45;5485,27
12/05/2009;SING;1615,58;1707,7
13/05/2009;SIC;3806,92;5409,8
13/05/2009;SING;1635,19;1692,99
14/05/2009;SIC;3919,67;5426,19
14/05/2009;SING;1594,06;1718,34
15/05/2009;SIC;3935,75;5572,29
15/05/2009;SING;1616,10;1758,96
16/05/2009;SIC;4027,64;5152,56
16/05/2009;SING;1696,89;1785,90
17/05/2009;SIC;3464,43;5067,7
17/05/2009;SING;1633,26;1760,58
18/05/2009;SIC;3659,22;5471,53
18/05/2009;SING;1619,72;1718,44
19/05/2009;SIC;3938,20;5406,69
19/05/2009;SING;1524,32;1700,58
20/05/2009;SIC;3941,37;5446,61
20/05/2009;SING;1581,43;1679,55
21/05/2009;SIC;3662,06;5081,97
21/05/2009;SING;1497,56;1595,71
22/05/2009;SIC;3720,04;5248,20
22/05/2009;SING;1554,73;1754,60
23/05/2009;SIC;3840,14;4997,77
23/05/2009;SING;1631,24;1752,34
24/05/2009;SIC;3460,67;4978,26
24/05/2009;SING;1590,56;1786,88
25/05/2009;SIC;3664,87;5653,36
25/05/2009;SING;1675,38;1792,20
26/05/2009;SIC;4003,97;5614,14
26/05/2009;SING;1608,73;1773,21
27/05/2009;SIC;3981,29;5608,7
27/05/2009;SING;1606,58;1722,93
28/05/2009;SIC;4005,93;5588,76
28/05/2009;SING;1621,78;1778,96
29/05/2009;SIC;3976,83;5622,29
29/05/2009;SING;1642,64;1792,32
30/05/2009;SIC;3947,21;5136,3
30/05/2009;SING;1631,39;1776,6
31/05/2009;SIC;3466,24;5066,7
31/05/2009;SING;1636,30;1754,49
01/06/2009;SIC;3655,43;5466,23
01/06/2009;SING;1640,41;1787,65
02/06/2009;SIC;3883,43;5421,70
02/06/2009;SING;1647,80;1772,50
03/06/2009;SIC;3791,55;5425,81
03/06/2009;SING;1566,02;1718,48
04/06/2009;SIC;3888,34;5434,72
04/06/2009;SING;1595,47;1762,46
05/06/2009;SIC;3890,30;5459,15
05/06/2009;SING;1606,42;1750,13
06/06/2009;SIC;3897,85;5088,67
06/06/2009;SING;1582,59;1721,7
07/06/2009;SIC;3477,53;5129,26
07/06/2009;SING;1603,25;1756,9
08/06/2009;SIC;3638,11;5625,28
08/06/2009;SING;1574,36;1727,46
09/06/2009;SIC;3882,61;5517,61
09/06/2009;SING;1619,96;1714,58
10/06/2009;SIC;3922,79;5652,46
10/06/2009;SING;1610,96;1713,73
11/06/2009;SIC;3917,94;5607,65
11/06/2009;SING;1570,75;1721,80
12/06/2009;SIC;3909,02;5664,3
12/06/2009;SING;1620,42;1772,50
13/06/2009;SIC;3857,90;5226,66
13/06/2009;SING;1622,14;1796,95
14/06/2009;SIC;3570,23;5195,48
14/06/2009;SING;1668,93;1812,67
15/06/2009;SIC;3645,05;5692,41
15/06/2009;SING;1635,22;1794,89
16/06/2009;SIC;3910,89;5621,20
16/06/2009;SING;1699,65;1801,50
17/06/2009;SIC;3880,22;5661,70
17/06/2009;SING;1679,84;1811,22
18/06/2009;SIC;3907,79;5655,55
18/06/2009;SING;1682,46;1781,89
19/06/2009;SIC;3921,55;5901,80
19/06/2009;SING;1722,87;1821,2
20/06/2009;SIC;3866,70;5234,49
20/06/2009;SING;1686,75;1806,77
21/06/2009;SIC;3477,09;5121,25
21/06/2009;SING;1695,37;1838,9
22/06/2009;SIC;3590,11;5684,69
22/06/2009;SING;1719,71;1843,88
23/06/2009;SIC;3918,28;5759,55
23/06/2009;SING;1672,21;1817,70
24/06/2009;SIC;3978,42;5878,35
24/06/2009;SING;1663,22;1833,85
25/06/2009;SIC;3940,95;5848,28
25/06/2009;SING;1615,90;1811,42
26/06/2009;SIC;3979,39;5796,17
26/06/2009;SING;1631,03;1811,77
27/06/2009;SIC;3977,35;5295,77
27/06/2009;SING;1627,76;1826,58
28/06/2009;SIC;3471,41;5028,51
28/06/2009;SING;1738,20;1849,30
29/06/2009;SIC;3430,39;5204,15
29/06/2009;SING;1728,73;1850,5
30/06/2009;SIC;1836,84;2720,22
30/06/2009;SING;1707,40;1824,17
01/07/2009;SIC;3834,82;5399,71
01/07/2009;SING;1488,44;1723,4
02/07/2009;SIC;3768,59;5351,46
02/07/2009;SING;1393,09;1566,81
03/07/2009;SIC;3835,66;5526,86
03/07/2009;SING;1441,03;1616,37
04/07/2009;SIC;3885,97;5184,46
04/07/2009;SING;1473,34;1573,58
05/07/2009;SIC;3438,97;5045,68
05/07/2009;SING;1412,22;1558,70
06/07/2009;SIC;3623,69;5510,29
06/07/2009;SING;1423,25;1592,34
07/07/2009;SIC;3880,31;5481,58
07/07/2009;SING;1403,95;1540,0
08/07/2009;SIC;3842,11;5561,43
08/07/2009;SING;1457,39;1604,72
09/07/2009;SIC;3893,83;5584,19
09/07/2009;SING;1476,10;1641,31
10/07/2009;SIC;3968,99;5634,7
10/07/2009;SING;1539,59;1669,53
11/07/2009;SIC;4003,19;5172,31
11/07/2009;SING;1531,31;1660,83
12/07/2009;SIC;3472,62;5079,69
12/07/2009;SING;1521,87;1679,11
13/07/2009;SIC;3684,39;5658,6
13/07/2009;SING;1569,00;1686,78
14/07/2009;SIC;3929,69;5658,68
14/07/2009;SING;1528,51;1653,23
15/07/2009;SIC;3909,93;5592,27
15/07/2009;SING;1391,21;1661,15
16/07/2009;SIC;3714,36;5088,99
16/07/2009;SING;1540,82;1643,46
17/07/2009;SIC;3809,35;5452,88
17/07/2009;SING;1556,98;1696,99
18/07/2009;SIC;3859,15;5016,20
18/07/2009;SING;1545,21;1648,78
19/07/2009;SIC;3309,75;4992,27
19/07/2009;SING;1490,31;1671,55
20/07/2009;SIC;3607,40;5644,25
20/07/2009;SING;1546,61;1631,10
21/07/2009;SIC;3897,16;5727,76
21/07/2009;SING;1381,77;1581,21
22/07/2009;SIC;3909,88;5677,70
22/07/2009;SING;1444,48;1568,12
23/07/2009;SIC;3960,43;5596,73
23/07/2009;SING;1460,77;1585,42
24/07/2009;SIC;3892,63;5660,12
24/07/2009;SING;1500,55;1628,67
25/07/2009;SIC;3914,78;5168,75
25/07/2009;SING;1462,16;1614,8
26/07/2009;SIC;3375,35;5098,94
26/07/2009;SING;1433,54;1645,88
27/07/2009;SIC;3619,56;5716,67
27/07/2009;SING;1552,80;1639,99
28/07/2009;SIC;3879,03;5616,10
28/07/2009;SING;1507,64;1600,19
29/07/2009;SIC;3871,81;5577,2
29/07/2009;SING;1463,39;1611,49
30/07/2009;SIC;2306,91;2658,38
30/07/2009;SING;1446,98;1615,97
31/07/2009;SING;1525,14;1604,16
01/08/2009;SIC;3958,04;5043,78
01/08/2009;SING;1305,39;1390,42
02/08/2009;SIC;3326,16;5031,37
02/08/2009;SING;1301,67;1473,19
03/08/2009;SIC;3576,79;5443,97
03/08/2009;SING;1369,09;1493,84
04/08/2009;SIC;3859,98;5428,12
04/08/2009;SING;1373,71;1471,95
05/08/2009;SIC;3775,50;5495,46
05/08/2009;SING;1354,27;1457,48
06/08/2009;SIC;3886,00;5744,51
06/08/2009;SING;1375,84;1447,45
07/08/2009;SIC;3890,19;5642,46
07/08/2009;SING;1352,91;1474,2
08/08/2009;SIC;3946,25;5118,7
08/08/2009;SING;1366,41;1459,30
09/08/2009;SIC;3342,88;5058,74
09/08/2009;SING;1366,44;1471,99
10/08/2009;SIC;3656,47;5569,66
10/08/2009;SING;1407,50;1469,7
11/08/2009;SIC;3888,12;5464,99
11/08/2009;SING;1346,02;1462,72
12/08/2009;SIC;3898,19;5573,18
12/08/2009;SING;1341,16;1444,45
13/08/2009;SIC;3936,40;5690,20
13/08/2009;SING;1345,76;1456,15
14/08/2009;SIC;3926,85;5662,29
14/08/2009;SING;1376,87;1458,64
15/08/2009;SIC;3713,13;5153,79
15/08/2009;SING;1369,03;1495,78
16/08/2009;SIC;3314,10;5047,29
16/08/2009;SING;1348,73;1522,27
17/08/2009;SIC;3603,73;5709,48
17/08/2009;SING;1403,46;1502,48
18/08/2009;SIC;3931,26;5997,13
18/08/2009;SING;1357,39;1498,7
19/08/2009;SIC;4028,08;5613,61
19/08/2009;SING;1356,37;1441,81
20/08/2009;SIC;4060,81;5587,85
20/08/2009;SING;1374,95;1513,65
21/08/2009;SIC;4084,51;5818,35
21/08/2009;SING;1375,79;1502,96
22/08/2009;SIC;4059,30;5197,2
22/08/2009;SING;1458,98;1528,57
23/08/2009;SIC;3430,32;5202,96
23/08/2009;SING;1360,01;1460,51
24/08/2009;SIC;3787,52;5700,8
24/08/2009;SING;1355,81;1464,68
25/08/2009;SIC;4037,18;5592,29
25/08/2009;SING;1268,39;1443,36
26/08/2009;SIC;4026,70;5523,36
26/08/2009;SING;1268,63;1373,67
27/08/2009;SIC;3878,51;5436,52
27/08/2009;SING;1272,45;1451,40
28/08/2009;SIC;3990,15;5450,2
28/08/2009;SING;1368,34;1469,34
29/08/2009;SIC;3992,47;5117,93
29/08/2009;SING;1436,07;1491,66
30/08/2009;SIC;3399,81;5117,27
30/08/2009;SING;1403,03;1526,88
31/08/2009;SIC;3700,69;5613,37
31/08/2009;SING;1474,46;1569,35
01/09/2009;SIC;3919,48;5430,47
01/09/2009;SING;1675,00;1829,7
02/09/2009;SIC;3934,63;5645,53
02/09/2009;SING;1665,20;1794,71
03/09/2009;SIC;3842,92;5631,61
03/09/2009;SING;1703,65;1823,12
04/09/2009;SIC;4023,62;5775,1
04/09/2009;SING;1698,61;1841,78
05/09/2009;SIC;4043,26;5308,17
05/09/2009;SING;1710,42;1832,90
06/09/2009;SIC;3369,89;5235,54
06/09/2009;SING;1685,98;1815,42
07/09/2009;SIC;3729,90;5675,75
07/09/2009;SING;1679,27;1818,9
08/09/2009;SIC;3980,71;5615,69
08/09/2009;SING;1680,01;1828,54
09/09/2009;SIC;4014,41;5544,68
09/09/2009;SING;1686,44;1822,20
10/09/2009;SIC;4000,20;5352,89
10/09/2009;SING;1663,42;1813,70
11/09/2009;SIC;3991,06;5460,41
11/09/2009;SING;1636,35;1821,35
12/09/2009;SIC;3793,26;5087,20
12/09/2009;SING;1642,97;1802,88
13/09/2009;SIC;3304,57;5118,85
13/09/2009;SING;1652,32;1785,76
14/09/2009;SIC;3636,72;5535,35
14/09/2009;SING;1657,77;1800,70
15/09/2009;SIC;3977,34;5495,69
15/09/2009;SING;1595,70;1819,18
16/09/2009;SIC;4047,09;5449,41
16/09/2009;SING;1636,22;1870,39
17/09/2009;SIC;4036,07;5367,53
17/09/2009;SING;1713,16;1814,79
18/09/2009;SIC;3368,08;4554,76
18/09/2009;SING;1548,57;1716,42
19/09/2009;SIC;3194,05;4656,82
19/09/2009;SING;1591,37;1759,3
20/09/2009;SIC;3109,78;4989,8
20/09/2009;SING;1661,63;1881,45
21/09/2009;SIC;3646,71;5674,4
21/09/2009;SING;1686,18;1879,77
22/09/2009;SIC;4027,00;5518,82
22/09/2009;SING;1610,47;1851,81
23/09/2009;SIC;4006,77;5474,15
23/09/2009;SING;1752,52;1843,36
24/09/2009;SIC;3996,61;5392,67
24/09/2009;SING;1707,03;1836,41
25/09/2009;SIC;4021,61;5375,87
25/09/2009;SING;1731,28;1850,39
26/09/2009;SIC;3898,02;5173,25
26/09/2009;SING;1712,21;1852,60
27/09/2009;SIC;3339,62;5262,15
27/09/2009;SING;1681,33;1900,45
28/09/2009;SIC;3708,83;5559,26
28/09/2009;SING;1745,74;1841,2
29/09/2009;SIC;4060,59;5574,31
29/09/2009;SING;1544,36;1826,82
30/09/2009;SIC;4052,82;5458,81
30/09/2009;SING;1521,46;1822,13
01/10/2009;SIC;3953,86;5762,19
