fecha;hidro;termo;ernc;total,,,,
12/02/2019;56053,62785;131989,3422;25697,86762;213740,8377
13/02/2019;55312,31325;132848,9357;25300,58333;213461,8323
14/02/2019;55982,46874;133163,637;24496,61038;213642,7161
15/02/2019;56591,06638;130773,493;25057,59846;212422,1579
16/02/2019;49428,85886;126448,7824;22655,99627;198533,6375
17/02/2019;46229,96557;114360,5557;25148,18523;185738,7065
18/02/2019;60236,17048;132409,3761;25114,74635;217760,2929
19/02/2019;63411,26593;132213,6516;23170,94077;218795,8583
20/02/2019;60485,0312;135803,0019;21106,5919;217394,625
21/02/2019;59239,92308;132535,329;23287,5407;215062,7928
22/02/2019;57111,9056;128597,6852;28960,4392;214670,3
23/02/2019;49996,16258;119892,5092;30308,88809;200197,5599
24/02/2019;48213,90757;111479,842;27389,18069;187082,9303
25/02/2019;54859,88155;131913,3941;24703,31355;211476,5892
26/02/2019;54917,59518;138274,1253;25273,5268;218465,2473
27/02/2019;56109,90878;140704,172;22128,4816;218942,5624
28/02/2019;53745,92133;139019,2649;25110,72464;217875,9108
01/03/2019;58383,65984;133699,9416;25813,99539;217897,5969
02/03/2019;49698,03332;134325,2858;24289,20274;208312,5218
03/03/2019;43774,18532;121086,1778;27607,95088;192468,314
04/03/2019;53537,63281;131021,1202;30636,2388;215194,9918
05/03/2019;51963,07578;136595,714;31253,76163;219812,5515
06/03/2019;52159,84081;133864,566;32505,35757;218529,7644
07/03/2019;52871,12891;133641,3866;31815,89683;218328,4124
08/03/2019;51597,60284;133663,9429;32716,80506;217978,3508
09/03/2019;48613,16273;128055,4897;27696,08956;204364,742
10/03/2019;41326,20188;121678,9826;26164,01257;189169,197
11/03/2019;52932,60896;130915,7492;30497,32739;214345,6855
12/03/2019;55004,84703;136746,7214;27311,17602;219062,7444
13/03/2019;48876,67581;144244,7489;26352,49767;219473,9224
14/03/2019;48314,44843;143987,9876;27039,11093;219341,5469
15/03/2019;45348,36317;144289,7335;28162,22634;217800,323
16/03/2019;46063,30007;128211,9786;28309,02593;202584,3046
17/03/2019;37038,78802;121730,7054;29832,26731;188601,7607
18/03/2019;45663,91357;134163,1784;31354,36934;211181,4613
19/03/2019;46385,67897;135283,0744;33607,44014;215276,1935
20/03/2019;46330,01563;143495,9532;29690,99679;219516,9656
21/03/2019;43964,69811;139047,772;30837,64068;213850,1108
22/03/2019;42094,71992;142749,0333;29379,37232;214223,1256
23/03/2019;37781,34187;136004,923;26718,34299;200504,6079
24/03/2019;34284,0615;123781,5572;28811,76778;186877,3865
25/03/2019;42785,74348;141664,4432;26730,35909;211180,5458
26/03/2019;45228,76185;143996,6663;26075,26851;215300,6967
27/03/2019;46534,83086;142758,6375;23211,3277;212504,796
28/03/2019;45959,64766;141498,3802;24504,34452;211962,3724
29/03/2019;45666,69829;141281,3254;23570,44211;210518,4658
30/03/2019;38942,80629;132390,7948;22877,00626;194210,6073
31/03/2019;32071,91094;125180,9704;23800,16071;181053,421
01/04/2019;44059,22275;129355,0183;29980,26184;203394,5029
02/04/2019;42220,48094;140658,9304;25068,84831;207948,2596
03/04/2019;41017,7691;137759,0899;25069,13778;203845,9968
04/04/2019;41500,34136;136276,6492;25944,94212;203721,9326
05/04/2019;45389,43468;131052,9466;26386,70228;202829,836
06/04/2019;42710,20026;131560,6702;29779,17189;204050,423
07/04/2019;39764,54274;121896,3259;23557,24959;185218,1182
08/04/2019;47266,70838;131444,7953;25950,79837;204662,302
09/04/2019;41553,1124;132736,4711;31208,95536;205498,5388
10/04/2019;40336,51323;126043,5016;36227,48038;202607,4952
11/04/2019;42096,99857;136493,5338;27215,05218;205805,5846
12/04/2019;41248,50721;135994,6486;25727,72849;202970,8843
13/04/2019;38747,6412;123192,4107;33908,7424;195848,7943
14/04/2019;34169,10416;113508,7565;34611,87585;182289,7365
15/04/2019;40187,93204;135288,953;28540,54072;204017,4258
16/04/2019;48691,22071;131060,9162;26510,78442;206262,9213
17/04/2019;50421,40854;131290,622;23379,56361;205091,5942
18/04/2019;43799,71743;138169,615;23519,57801;205488,9104
19/04/2019;36778,98561;122901,791;23377,90756;183058,6841
20/04/2019;31407,85517;124114,5729;28564,07308;184086,5011
21/04/2019;29204,63725;126451,5769;29488,88609;185145,1003
22/04/2019;37792,16238;142296,745;26134,14609;206223,534
23/04/2019;35983,9065;144948,6538;23723,76398;204656,3243
24/04/2019;43541,75313;140052,6959;22543,944;206138,3931
25/04/2019;39762,58329;140717,0676;28069,10057;208548,7515
26/04/2019;41110,52746;138862,0382;29930,40833;209902,974
27/04/2019;32385,64633;132085,9123;31535,38137;196006,94
28/04/2019;26930,45361;123893,5131;31166,62788;181990,5946
29/04/2019;35673,49107;141663,0873;29338,55921;206675,1376
30/04/2019;41321,03448;137965,5145;31446,13538;210732,6843
01/05/2019;35642,23934;117330,5514;29262,7993;182235,5901
02/05/2019;49759,88263;123829,1185;26755,13024;200344,1314
03/05/2019;48004,89323;138054,664;23530,96583;209590,5231
04/05/2019;44724,7105;128630,4631;27642,78006;200997,9536
05/05/2019;34799,97274;121109,2535;31921,91788;187831,1442
06/05/2019;44546,00597;135944,7921;29786,05011;210276,8482
07/05/2019;46562,65015;138161,0081;27765,87392;212489,5322
08/05/2019;46360,57207;140370,328;23149,58451;209880,4846
09/05/2019;46186,31263;136653,7883;30140,69783;212980,7987
10/05/2019;41744,80169;137150,2835;35742,43317;214637,5183
11/05/2019;34154,10184;137848,0106;29630,94675;201633,591
12/05/2019;29610,26854;129149,2029;31100,10788;189859,5793
13/05/2019;41415,38001;143336,7976;25336,89033;210089,679
14/05/2019;45633,91684;143067,5228;23892,00581;212593,4455
15/05/2019;47152,26019;141000,381;23847,58672;212000,2279
16/05/2019;44076,85676;142306,4364;25637,31253;212020,6057
17/05/2019;44695,24685;141563,8261;26502,13202;212761,205
18/05/2019;38247,273;127999,3378;37470,98117;203717,5919
19/05/2019;30952,34997;128486,7659;30097,59909;189536,715
20/05/2019;41388,46302;135280,5295;31310,05017;207979,427
21/05/2019;27127,90331;127990,738;37749,62113;192868,2624
22/05/2019;33895,82537;142274,7495;34897,2944;211067,8692
23/05/2019;40808,28423;146517,2835;28545,84986;215871,4176
24/05/2019;40341,0559;152102,8865;25241,28669;217685,2291
25/05/2019;38222,21678;141980,8823;25718,98079;205922,798
26/05/2019;31345,45358;142288,9334;21609,66158;195244,485
27/05/2019;47675,06924;142474,8179;24087,97937;214237,8665
28/05/2019;53661,67223;146283,4617;21490,21859;221435,3525
29/05/2019;53448,35209;140188,4533;28571,7161;222208,5215
30/05/2019;40168,26297;147652,3892;32212,10819;220032,7604
31/05/2019;37942,90348;150712,148;28090,11036;216745,1618
01/06/2019;40550,29347;126964,0724;34706,17403;202220,5399
02/06/2019;37904,32271;120554,0385;33367,64778;191826,9
03/06/2019;57253,78014;125020,972;29102,71681;211377,469
04/06/2019;56285,47062;126571,4157;31418,8935;214275,7798
05/06/2019;50349,76848;132630,8775;30345,24067;213325,8866
06/06/2019;48297,66369;132679,2239;32569,35386;213546,2415
07/06/2019;43929,25291;129666,4074;37828,92121;211424,5815
08/06/2019;34063,6163;141499,8259;27715,36705;203278,8092
09/06/2019;30416,04327;131117,4159;30945,85677;192479,316
10/06/2019;38982,3451;142555,0807;29118,75431;210656,1801
11/06/2019;45781,84911;144650,4574;27895,23082;218327,5373
12/06/2019;46641,84724;141957,4872;30065,32507;218664,6596
13/06/2019;50932,17526;142001,3704;26361,94042;219295,486
14/06/2019;54309,62013;134573,8514;32119,89879;221003,3703
15/06/2019;42122,31057;136364,5162;30456,17273;208942,9995
16/06/2019;37741,56948;131494,2912;26544,58363;195780,4443
17/06/2019;47197,05005;145377,0633;27265,77318;219839,8866
18/06/2019;50678,25313;138082,6289;35516,77903;224277,6611
19/06/2019;58099,8116;135886,7398;27292,4373;221278,9887
20/06/2019;52156,44959;140677,0091;26004,35667;218837,8154
21/06/2019;52762,04966;141504,2735;25813,55683;220079,88
22/06/2019;41688,14032;127023,6052;35190,92721;203902,6727
23/06/2019;35201,98871;121126,0895;35754,98302;192083,612
24/06/2019;43970,87608;140181,9664;36593,4516;220746,294
25/06/2019;44168,90073;138392,9609;41544,01049;224105,8721
26/06/2019;48939,05701;134040,3114;41596,81068;224576,1791
27/06/2019;58253,05887;138869,4885;27348,86547;224471,4129
28/06/2019;48740,08854;141707,9452;34747,31485;225195,3486
29/06/2019;40821,14746;129566,3141;34017,20671;204404,6683
30/06/2019;36409,06245;127084,5904;37356,17997;200849,8328
01/07/2019;43805,61859;144806,544;33473,28528;222085,4479
02/07/2019;38940,69816;150529,6671;33292,07871;222762,4439
03/07/2019;34036,56928;151449,2618;36947,74371;222433,5748
04/07/2019;33682,55735;153301,229;35581,11467;222564,901
05/07/2019;38288,58367;157077,9725;25752,88504;221119,4412
06/07/2019;38339,25652;134834,1901;32412,5782;205586,248
07/07/2019;30274,71548;136722,4328;26175,59957;193172,7478
08/07/2019;41704,73901;149759,5519;26882,50146;218346,7924
09/07/2019;48933,67952;145852,5981;28761,16775;223547,4454
10/07/2019;34330,04589;157665,8647;32778,91619;224774,8268
11/07/2019;43576,26438;138222,8458;29157,81412;210956,9243
12/07/2019;49148,86549;139813,222;30779,70861;219741,7961
13/07/2019;38062,85535;132655,4606;36816,39925;207534,7151
14/07/2019;32407,4021;128679,84;38539,14493;199626,387
15/07/2019;35258,43241;148812,545;32099,5077;216170,4851
16/07/2019;35439,95308;137436,3249;27123,28575;199999,5637
17/07/2019;31993,42241;141636,5494;35034,90854;208664,8803
18/07/2019;39424,12869;141805,4868;37731,15755;218960,7731
19/07/2019;39801,25533;141721,2183;39694,73712;221217,2107
20/07/2019;34091,64116;139318,3481;34026,61351;207436,6028
21/07/2019;33694,54777;131560,215;32480,2483;197735,111
22/07/2019;33847,77763;146841,0517;39344,99102;220033,8204
23/07/2019;41828,14582;150054,5846;33363,27599;225246,64
24/07/2019;53212,01655;144658,5511;25814,97538;223685,543
25/07/2019;70016,59865;127051,368;26801,30446;223869,2711
26/07/2019;57464,03988;127950,7914;35719,21643;221134,477
27/07/2019;52460,17146;124925,7828;30671,03372;208056,988
28/07/2019;45193,63286;121187,7104;30017,39241;196398,7357
29/07/2019;49609,54894;129649,1489;38350,61002;217609,3078
30/07/2019;62280,94333;116618,2225;41516,3948;220415,5607
31/07/2019;60203,23604;122967,0033;39150,20609;222320,4454
01/08/2019;64587,17538;114014,3312;40901,30948;219502,8161
02/08/2019;68928,65214;108715,0756;42273,69924;219917,427
03/08/2019;58557,41924;105844,0343;38502,45493;202903,9085
04/08/2019;56943,44162;106237,2496;27475,80154;190656,4928
05/08/2019;71648,75291;112257,7158;25599,40531;209505,874
06/08/2019;61407,11753;114146,3808;37622,82835;213176,3267
07/08/2019;57781,19476;111764,2639;40232,63664;209778,953
08/08/2019;58859,55666;112068,585;41448,53315;212376,6748
09/08/2019;61621,66873;115602,369;37166,47037;214390,5081
10/08/2019;53072,89432;112610,9319;39811,04779;205494,874
11/08/2019;49472,54354;107861,97;38498,16199;195832,6755
12/08/2019;54325,28462;117741,1538;39455,94546;211522,3839
13/08/2019;57482,55751;116797,4395;34559,80728;208839,8043
14/08/2019;55765,50804;126512,9998;29494,98165;211773,4895
15/08/2019;50072,25345;117568,8511;25943,99318;193585,978
16/08/2019;59259,89036;122696,722;26580,77209;208537,3845
17/08/2019;56953,95822;110736,2198;34595,21322;202285,3912
18/08/2019;51200,88321;108709,3553;32961,05045;192871,289
19/08/2019;59280,69098;118634,9744;30181,89661;208097,5619
20/08/2019;57758,87276;118545,6276;33545,90791;209850,4082
21/08/2019;51532,04787;127306,7988;35107,20102;213946,477
22/08/2019;49968,73345;122835,988;34193,0212;206997,7426
23/08/2019;54052,35063;122618,9757;31759,87694;208431,2032
24/08/2019;49237,31679;119116,5597;33662,88559;202016,7621
25/08/2019;41651,98664;109336,2902;39840,90073;190829,1775
26/08/2019;55508,83791;114375,345;41707,49147;211591,6744
27/08/2019;59297,24482;108811,5164;42637,34032;210746,1015
28/08/2019;64987,77929;103115,133;39253,03997;207355,9522
29/08/2019;61741,15325;101723,7878;42481,30249;205946,2435
30/08/2019;55134,7762;110019,1896;41970,28667;207124,2525
31/08/2019;49150,64049;107501,3144;42161,57681;198813,5317
01/09/2019;42220,5364;106299,0049;41137,67088;189657,2122
02/09/2019;49784,10469;119322,9491;39874,76473;208981,8185
03/09/2019;55463,37641;110976,5725;41261,64254;207701,5914
04/09/2019;61851,94919;112685,6874;32883,85538;207421,492
05/09/2019;69358,77516;115366,1906;25707,83546;210432,8012
06/09/2019;66624,88226;113852,8465;26375,84243;206853,5712
07/09/2019;55196,21671;112819,1398;32687,45135;200702,8079
08/09/2019;37033,6752;108271,8109;33995,30666;179300,7928
09/09/2019;52687,52977;131525,0754;30793,52515;215006,1303
10/09/2019;55411,24803;125032,9137;31517,59989;211961,7617
11/09/2019;51528,36597;120444,1771;34350,00989;206322,5529
12/09/2019;56435,08258;105899,6099;38378,00662;200712,6991
13/09/2019;63462,0321;110193,2118;28042,11421;201697,3581
14/09/2019;52619,12396;112259,1304;29706,649;194584,9034
15/09/2019;42205,40794;108987,2125;37985,24963;189177,8701
16/09/2019;43125,95292;110649,4482;45569,0849;199344,486
17/09/2019;52370,73382;110992,4935;31727,20932;195090,4366
18/09/2019;40261,03603;99883,56123;36262,3117;176406,909
19/09/2019;46930,65646;97041,47744;32832,65433;176804,7882
20/09/2019;41806,43419;97178,99374;37981,761;176967,1889
21/09/2019;51821,32896;110082,2433;33155,69603;195059,2683
22/09/2019;48473,02652;109098,5973;31814,42736;189386,511
23/09/2019;52802,30516;112034,4648;38262,47394;203099,2439
24/09/2019;59380,00067;115977,2838;31919,03188;207276,3164
25/09/2019;58985,14461;115465,9363;30290,34096;204741,4219
26/09/2019;52593,523;118377,7888;29888,67366;200859,9855
27/09/2019;53242,79076;119556,3135;29409,01631;202208,1205
28/09/2019;58709,01726;105389,6305;32546,62857;196645,2763
29/09/2019;51853,92106;111855,3524;30700,82284;194410,963
30/09/2019;61666,07929;112762,8933;37588,68084;212017,6534
01/10/2019;64770,55115;109111,3353;41022,59706;214904,4835
02/10/2019;65567,41375;108221,4116;42926,83364;216715,659
03/10/2019;62692,94223;108786,8158;44064,00462;215543,7627
04/10/2019;67177,05341;104934,0312;42054,10684;214165,1914
05/10/2019;54491,28909;100909,3223;39339,14961;194739,761
06/10/2019;45258,26323;96162,94294;45049,33157;186470,5377
07/10/2019;60434,45976;103296,9552;40506,67425;204238,892
08/10/2019;61446,02005;106545,9943;37701,09691;205693,1113
09/10/2019;65297,29022;106120,7592;32492,69625;203910,7456
10/10/2019;63719,50208;107177,955;29917,5391;200814,9962
11/10/2019;62970,10331;107758,2237;28994,16825;199722,4953
12/10/2019;63240,20952;101928,3371;28359,31827;193527,8649
13/10/2019;53990,12239;101371,2116;31721,94355;187083,2775
14/10/2019;63383,23999;109728,1146;38106,41551;211217,7701
15/10/2019;74250,62938;109175,4709;28613,40949;212039,5098
16/10/2019;68466,7259;105608,7068;33413,084;207488,5167
17/10/2019;58171,04733;102873,9617;42057,14424;203102,1532
18/10/2019;55119,6865;107210,9152;40401,74168;202732,3434
19/10/2019;66986,72332;103006,7347;27571,81008;197565,2681
20/10/2019;50229,84094;95647,04878;37608,85806;183485,7478
21/10/2019;56456,0867;97163,27616;46831,14659;200450,5095
22/10/2019;62361,08515;97321,99984;35275,40709;194958,4921
23/10/2019;63080,55705;92878,07416;29289,14818;185247,7794
24/10/2019;63063,09529;90724,32009;31311,92343;185099,3388
25/10/2019;64312,74028;96265,44091;33524,71449;194102,8957
26/10/2019;63063,32221;86784,84541;40268,23219;190116,3998
27/10/2019;52948,70188;84206,14297;36579,3398;173734,1846
28/10/2019;62938,25635;89367,36097;42753,64035;195059,2577
29/10/2019;59779,65737;97109,15161;47390,9384;204279,7474
30/10/2019;57900,72724;93436,97912;49265,35812;200603,645
31/10/2019;53688,73732;82599,39229;40338,52271;176626,6523
01/11/2019;45502,63732;87639,73763;42995,48288;176137,8578
02/11/2019;51061,25674;89448,51834;46537,63447;187047,4095
03/11/2019;47834,39475;88839,28714;39640,15173;176313,8336
04/11/2019;64594,67898;88780,89368;40826,35962;194201,9323
05/11/2019;41368,35301;108615,7837;49712,9811;199697,1178
06/11/2019;52500,08558;106931,7171;43609,34916;203041,1518
07/11/2019;68593,80358;95867,0995;39755,58311;204216,4862
08/11/2019;72019,38604;95003,40384;37030,62139;204053,4113
09/11/2019;47602,77003;106145,2743;36477,92765;190225,972
10/11/2019;43425,6309;99429,78272;37358,4176;180213,8312
11/11/2019;55898,37207;116486,5335;32490,2947;204875,2003
12/11/2019;71892,73413;108153,5689;30398,69298;210444,9961
13/11/2019;65546,99787;102933,2113;40498,67109;208978,8802
14/11/2019;66276,15561;99006,40473;43110,31347;208392,8738
15/11/2019;64766,80857;97216,93033;43750,39168;205734,1306
16/11/2019;57036,82197;97347,73689;43819,36865;198203,9275
17/11/2019;49769,38781;93121,42524;41946,90535;184837,7184
18/11/2019;62404,73875;101781,3028;41576,53997;205762,5815
19/11/2019;66000,8201;109968,7713;35811,71247;211781,3039
20/11/2019;65095,39861;110572,9007;33159,87777;208828,1771
21/11/2019;60914,57619;119509,4083;34663,47243;215087,457
22/11/2019;70056,39253;109086,746;32710,41353;211853,552
23/11/2019;56308,33684;103840,2824;35281,47477;195430,94
24/11/2019;50861,03369;89718,48883;41475,95505;182055,4776
25/11/2019;60027,93113;101397,0906;47304,60663;208729,6283
26/11/2019;51820,32349;115811,4363;47539,96138;215171,7212
27/11/2019;52256,07675;111285,5297;50161,71176;213703,3182
28/11/2019;51161,4619;112135,1353;47117,68259;210414,2798
29/11/2019;49417,68964;114576,416;45423,99511;209418,1007
30/11/2019;46517,33536;106949,4262;45610,04121;199076,8027
01/12/2019;42887,98285;97249,7297;43991,27733;184128,9899
02/12/2019;53460,25994;121754,3538;38347,56658;213562,1803
03/12/2019;47955,8838;120818,7296;46916,89008;215691,5034
04/12/2019;60336,58459;113149,6504;39735,98105;213222,2161
05/12/2019;55994,73756;117387,0866;38458,38489;211840,2091
06/12/2019;54791,06722;115864,8011;40944,92186;211600,7901
07/12/2019;49803,38889;104678,1364;43047,56099;197529,862
08/12/2019;45549,12604;102357,9593;37048,69067;184955,776
09/12/2019;55146,58978;117322,3036;36931,5081;209400,4014
10/12/2019;58003,49453;113703,2198;40573,8186;212280,5329
11/12/2019;53384,52626;112534,0378;47416,71808;213335,2822
12/12/2019;58046,44789;114061,0619;41437,67528;213545,1851
13/12/2019;59594,71038;118068,2641;36299,08872;213962,632
14/12/2019;59593,5794;104962,8377;38205,04991;202761,467
15/12/2019;50444,13822;91428,10411;49301,46951;191173,7118
16/12/2019;51254,07903;114368,8322;50192,86505;215815,7763
17/12/2019;52127,88251;125022,7303;42140,24517;219290,8579
18/12/2019;57847,88623;123169,9544;34810,40282;215828,2434
19/12/2019;50785,47686;126318,5639;37403,38932;214507,4301
20/12/2019;54459,335;114615,5695;50430,07071;219504,9752
21/12/2019;49525,64886;102013,649;50889,21255;202428,5104
22/12/2019;45873,85775;98248,14513;46959,22047;191081,2234
23/12/2019;55877,09607;117957,9744;41035,78008;214870,8506
24/12/2019;52542,42838;115473,7835;43847,12508;211863,3369
25/12/2019;45638,01776;90071,01812;48608,61123;184317,6471
26/12/2019;52991,7599;116556,2025;45170,82756;214718,7899
27/12/2019;59402,24066;120123,9851;39707,87272;219234,985
28/12/2019;56186,11222;116631,4875;35852,70775;208670,3074
29/12/2019;52433,33581;107260,0449;36436,02775;196129,4084
30/12/2019;58693,7569;120934,1746;40137,02615;219764,9577
31/12/2019;54391,52327;119489,7963;38916,15598;212797,4755
01/01/2020;63031,49482;82849,5279;35112,21618;180993,2389
02/01/2020;64521,16932;116008,3093;36949,31893;217478,7976
03/01/2020;61990,53022;115921,7424;40257,44231;218169,715
04/01/2020;61133,38112;100202,509;41298,01355;202633,9037
05/01/2020;59188,86833;94463,86126;37427,13501;191079,8646
06/01/2020;60713,00625;112314,3128;35536,9205;208564,2395
07/01/2020;58180,00021;124119,0324;36202,09849;218501,1311
08/01/2020;56824,30915;125496,8326;34365,42008;216686,5619
09/01/2020;62159,8955;115133,614;37298,55313;214592,626
10/01/2020;56155,90916;112622,054;41627,68569;210405,6488
11/01/2020;56806,83726;106090,1338;43803,64498;206700,616
12/01/2020;54722,82301;95036,36804;40472,03087;190231,2219
13/01/2020;56960,15072;107702,1532;42364,97384;207027,2777
14/01/2020;62946,42415;106452,6463;40169,03858;209568,109
15/01/2020;59427,0593;112807,8189;43142,57706;215377,4552
16/01/2020;63207,3076;115342,5423;37618,34791;216168,1978
17/01/2020;60870,0692;116174,5292;36640,7743;213685,3727
18/01/2020;58258,43193;107225,1386;32316,24929;197799,8198
19/01/2020;56307,34397;98511,00885;31062,1088;185880,4616
20/01/2020;60769,09662;120307,3088;30095,53315;211171,9385
21/01/2020;63996,33999;120192,3609;34138,11233;218326,8132
22/01/2020;67229,02667;118699,36;33062,80274;218991,1894
23/01/2020;64429,00291;125434,319;28981,35113;218844,6731
24/01/2020;63164,40835;115982,0472;35945,16286;215091,6184
25/01/2020;61634,91172;110619,569;34027,066;206281,5467
26/01/2020;60360,47051;97982,80827;32597,40265;190940,6814
27/01/2020;61813,37628;117464,1692;36377,45807;215655,36
28/01/2020;62198,06334;122918,2626;34989,051;220105,3769
29/01/2020;58962,56513;119241,9834;40739,06922;218943,6178
30/01/2020;54670,46754;130742,1582;38374,50569;223787,1315
31/01/2020;52943,45915;134874,8682;35074,66268;222892,99
01/02/2020;56871,3135;114034,8651;38008,32287;208914,5015
02/02/2020;53458,2931;105843,8228;37179,11503;196481,2309
03/02/2020;57899,14001;123363,0525;40978,63256;222240,8251
04/02/2020;60394,35644;117046,3091;43828,14693;221268,8124
05/02/2020;53972,28309;115977,12;48845,63337;218795,364
06/02/2020;55951,30384;117170,867;43338,52734;216460,6982
07/02/2020;54152,93375;117123,0509;42647,76116;213923,7458
08/02/2020;52571,58833;116620,9637;36131,60359;205324,1556
09/02/2020;50724,92473;105570,8649;34382,30717;190678,969
10/02/2020;56066,04592;120663,1237;36658,63422;213387,8038
11/02/2020;53619,81968;129052,3056;35598,13301;218270,2583
12/02/2020;55185,12907;126300,8521;37877,50631;219363,4875
13/02/2020;53106,47131;121756,7469;45178,59559;220041,8138
14/02/2020;52077,24627;122610,1722;40357,98378;215045,4023
15/02/2020;50894,95887;122099,1351;33157,23842;206151,3324
16/02/2020;50084,31958;112411,7719;31820,94291;194317,344
17/02/2020;53402,92338;124502,7927;38937,29492;216843,11
18/02/2020;49183,1955;126736,5676;43067,0652;218986,8283
19/02/2020;50217,32963;130016,4706;38321,4198;218555,22
20/02/2020;48959,48928;135630,601;32637,96973;217228,6
21/02/2020;48946,67189;141288,2963;28689,55086;218924,519
22/02/2020;46521,64821;129096,2164;29714,65302;205332,5176
23/02/2020;46010,13368;117476,8613;29520,49535;193007,4903
24/02/2020;50189,32156;131420,6539;31869,88472;213479,8601
25/02/2020;45002,07719;132524,4368;39144,37677;216670,8908
26/02/2020;44791,19085;136756,9698;36931,41272;218479,5733
27/02/2020;42128,09122;141391,7471;34568,73184;218088,5701
28/02/2020;42496,76474;135223,6657;36418,41003;214138,8405
29/02/2020;42683,74806;131754,0321;31397,99767;205835,7778
01/03/2020;40601,20736;119489,7249;28921,23836;189012,1706
02/03/2020;43356,73744;135307,0025;33869,82133;212533,5612
03/03/2020;44913,39319;135675,9283;34763,05225;215352,3737
04/03/2020;44560,06829;129362,8809;40282,70556;214205,6547
05/03/2020;46510,94459;137511,3216;36403,11253;220425,3788
06/03/2020;43024,12167;141819,6508;35442,59981;220286,3723
07/03/2020;39677,0103;130980,6337;33929,25416;204586,8982
08/03/2020;38036,44115;120839,2382;32640,43061;191516,11
09/03/2020;40370,70539;143387,1377;32448,20663;216206,497
10/03/2020;43446,83598;148845,949;31254,60552;223547,3905
11/03/2020;42294,69078;151074,4577;31411,68447;224780,8329
12/03/2020;40298,34518;148510,7185;34546,37327;223355,4369
13/03/2020;41322,12027;140205,2815;39979,21935;221506,6211
14/03/2020;36226,95363;122987,6358;42941,47168;202156,611
15/03/2020;34042,33686;118160,779;36833,68892;189036,8048
16/03/2020;38411,18138;146073,5795;34983,23902;219467,9999
17/03/2020;41110,31233;125292,3338;35352,1378;201754,7839
18/03/2020;39439,84226;137837,7069;35078,92254;212356,4717
19/03/2020;36642,03242;145899,4852;37156,42089;219697,9385
20/03/2020;36673,65825;153270,8415;30881,50489;220826,47
21/03/2020;35647,7909;143808,2719;30269,49312;209725,5559
22/03/2020;33925,03985;130181,2717;31261,84607;195368,1576
23/03/2020;34881,90765;143212,6563;38069,56255;216164,1265
24/03/2020;37634,13469;140910,8736;38788,11845;217333,1267
25/03/2020;32631,6484;142326,7136;42581,99892;217540,361
26/03/2020;33519,46042;146747,8605;32114,80626;212382,1272
27/03/2020;31800,27431;147643,3657;30863,27638;210306,9164
28/03/2020;30897,23136;141918,3993;33950,82535;206766,456
29/03/2020;29326,55514;125241,5433;39344,97756;193913,76
30/03/2020;31986,65815;137670,3941;39583,98662;209241,389
01/04/2020;32666,34226;136005,219;40685,58284;209357,1441
02/04/2020;32506,43068;141371,7048;34667,44392;208545,5794
03/04/2020;30715,24156;140315,6691;31195,62561;202226,5363
04/04/2020;33781,54426;142320,2108;31077,45658;207179,2116
05/04/2020;26457,84734;125912,255;33822,68869;186192,7911
06/04/2020;27080,00867;139542,9743;35059,11853;201682,1015
07/04/2020;28020,65571;144730,354;32277,37913;205028,3888
08/04/2020;29957,66459;145654,4749;26244,77725;201856,9168
09/04/2020;26136,4361;148204,2089;29963,99896;204304,644
10/04/2020;24127,37025;129210,52;33334,63546;186672,5257
11/04/2020;22567,21908;131185,2047;33780,13241;187532,5562
12/04/2020;22074,46987;129288,7179;35860,61463;187223,8024
13/04/2020;24076,36017;143384,4526;36144,05052;203604,8633
14/04/2020;30114,45731;150223,2961;27211,35348;207549,1069
15/04/2020;32011,6366;149822,7459;26323,50977;208157,8922
16/04/2020;33566,56922;145260,0079;30555,70632;209382,2834
17/04/2020;24870,00385;147175,6586;33235,53711;205281,1995
18/04/2020;22130,68872;139477,6458;32209,5553;193817,8898
19/04/2020;23027,09268;131960,7206;32522,25625;187510,695
20/04/2020;23706,74157;146297,9276;32765,52853;202770,1978
21/04/2020;26564,30487;147709,4082;29111,6276;203385,3407
22/04/2020;25786,66223;156820,1566;25026,33501;207633,1539
23/04/2020;23778,34304;153997,7866;28912,35216;206688,4818
24/04/2020;32724,59874;142745,7429;30027,76723;205498,1089
25/04/2020;22348,68059;144354,1413;30358,94035;197061,7622
26/04/2020;24348,01018;129705,5667;31162,59768;185216,1745
27/04/2020;24243,69369;144065,1449;36389,32996;204698,1686
28/04/2020;29832,16124;130161,0736;45330,68493;205323,9198
29/04/2020;32348,95838;139579,113;34192,39837;206120,4698
30/04/2020;31317,67904;141899,9713;31464,64482;204682,2952
01/05/2020;23259,90936;128914,054;31138,83383;183312,7972
02/05/2020;25904,77511;133697,3544;35040,27452;194642,4041
03/05/2020;24047,02595;120919,1955;38758,56647;183724,7879
04/05/2020;25242,61989;133364,7415;39163,23697;197770,5983
05/05/2020;27206,86048;135700,4329;37961,10768;200868,4011
06/05/2020;29200,48615;141926,3427;32470,93497;203597,7639
07/05/2020;32979,16886;141457,2323;27621,76861;202058,1698
08/05/2020;32184,43421;143234,3509;26799,28887;202218,74
09/05/2020;26822,20902;131816,0684;31894,98182;190533,2593
10/05/2020;26930,50558;120681,1708;40164,45388;187776,1303
11/05/2020;29436,21066;138136,0573;37380,96542;204953,2334
12/05/2020;32929,30188;144325,2181;29319,00837;206573,5284
