fecha;hidro;termo;ernc;total,,,,
28/05/2024;49863,1818520408;107558,96714076;91768,1522787843;249190,3012715851
29/05/2024;55312,6366374461;112012,824385612;82535,7487389767;249861,20976203482
30/05/2024;60287,4657859803;112256,572468687;77209,5243188777;249753,562573545
31/05/2024;59177,8475933068;114286,113993017;77950,6637330774;251414,6253194012
01/06/2024;55218,347535227;97742,8529515923;84448,9289999822;237410,1294868015
02/06/2024;46445,4794826745;98068,3747101333;87414,415239335;231928,26943214278
03/06/2024;58449,6504936525;121025,747696369;72529,717809002;252005,11599902352
04/06/2024;64607,9660704516;110365,718485289;78645,440114807;253619,1246705476
05/06/2024;67135,0323035183;97988,5121622198;87502,9479042906;252626,49237002872
06/06/2024;76572,4309158442;79867,8318220901;89858,6255289305;246298,88826686481
07/06/2024;76138,4536813068;99344,8988023566;73336,6767681592;248820,2925182262
08/06/2024;66240,2328026856;68917,8453540144;101941,436851364;237099,515008064
09/06/2024;76003,3217574106;65262,6204874068;86691,0695390712;227957,117838886
10/06/2024;83599,387649156;72606,2802854677;88177,2333687905;244382,9013034142
11/06/2024;77331,4846674211;76970,3548932616;89098,3614036617;243400,2009643444
12/06/2024;78552,454659575;56955,7565291506;111497,628403284;247005,8395920096
13/06/2024;84990,0035612258;50841,4379143691;113427,717587273;249259,15906286793
14/06/2024;91837,1048627615;66620,2249584095;87331,3227118851;245788,6525330561
15/06/2024;84059,7052079998;67161,5944641308;79864,8984620548;231086,1981341854
16/06/2024;75989,9212435523;61680,3847036589;85483,7400060477;223154,4595325887
17/06/2024;84692,5740682663;60356,3156599507;100133,996113221;245182,88584143802
18/06/2024;93463,4782255048;75670,0231597789;79485,9881162303;248619,489501514
19/06/2024;93972,6084773762;72875,7312255423;82133,411097931;248981,7508008495
20/06/2024;78784,8030321734;58955,8782655573;89860,5808326682;227601,2621303989
21/06/2024;87362,3229217077;65943,5247883366;94805,223936493;248111,7164653728
22/06/2024;86535,2469929332;67661,7465891915;81474,7324840801;235671,7260662048
23/06/2024;75564,6643706284;62515,2358137149;90705,2866761445;228785,1868604878
24/06/2024;86423,3147046412;70637,6118301717;94165,170433748;251226,969685609
25/06/2024;84824,1423029781;64927,7639005883;101638,118590537;251390,247941034
26/06/2024;81360,4661530389;59738,6076461589;106681,417241731;247780,4910409288
27/06/2024;87819,1912059572;77178,7364044967;90377,812341213;255375,7399516669
28/06/2024;92333,3902206031;75387,5705315823;87142,550784034;254863,5115362194
29/06/2024;81255,4274330566;73174,0291037552;83652,2046492531;238081,66118606488
30/06/2024;78355,0697663474;65034,6163894509;84840,9685549867;228230,654710785
01/07/2024;83469,1724452539;65047,8074775503;101133,230425806;249650,21034861018
02/07/2024;82135,1742661672;63802,8094776003;101993,22960442;247931,2133481875
03/07/2024;77199,1568865497;65474,8325793114;102634,715071208;245308,70453706908
04/07/2024;79057,0960010117;58953,4424913477;101421,934631294;239432,47312365338
05/07/2024;72378,6881546952;56751,9766752584;104178,586145263;233309,25097521662
06/07/2024;71649,6170401175;57372,2159938873;98834,4719284672;227856,304962472
07/07/2024;68525,2942272104;49978,3139528463;98099,9406733279;216603,54885338462
08/07/2024;73302,8119239322;59980,1441589125;111878,645184315;245161,60126715968
09/07/2024;76336,9197802708;66920,016831083;101507,309490777;244764,2461021308
10/07/2024;79739,5614298295;70742,2580347084;99555,5034138396;250037,3228783775
11/07/2024;79277,0732836204;83773,764167368;90523,7337442938;253574,57119528222
12/07/2024;77997,3106714975;87918,5191728273;83851,6010998159;249767,4309441407
13/07/2024;77825,4888883197;74761,3529832847;79698,389853159;232285,23172476338
14/07/2024;74966,3743983491;67260,5752968527;84494,0968227611;226721,4651796288
15/07/2024;87556,0441577377;73922,8217218998;88682,1393951366;250161,52747741
16/07/2024;71871,6124236568;62366,1433414882;86072,5138869837;220310,26965212869
17/07/2024;84432,2175649073;77796,0122145408;81041,0616939358;243269,2914733839
18/07/2024;72001,5592824649;81553,2695816108;93645,2355849977;247200,644490734
19/07/2024;70423,9103261096;79216,8096932559;95911,4844343624;245552,20445372787
20/07/2024;64557,813433765;65021,9514710015;99104,8948323696;228684,6597371361
21/07/2024;74028,0648867868;64646,6597589084;86245,0361171928;224919,76076288798
22/07/2024;83431,6855625998;87513,57317297;75768,7908805109;246714,496160807
23/07/2024;80468,5443076917;80922,077028578;80395,0214968169;241785,6428330866
24/07/2024;75719,3863233981;67652,7987878083;97364,6513128494;240736,83642405577
25/07/2024;80562,7258459676;72925,6525747579;89929,5235120318;243417,9019327573
26/07/2024;72195,244110887;63092,9557402592;105717,880421733;241006,8027287922
27/07/2024;73799,494370109;49531,7036476409;109085,13157389;232416,3295916399
28/07/2024;64247,8727355407;53054,5936958872;104397,248149919;221699,7145813469
29/07/2024;82126,221883652;69654,030686723;90505,5348847896;242285,7874551646
30/07/2024;87317,387486577;79830,4066050819;78586,4855535577;245734,2796452166
31/07/2024;71381,7639445026;69001,5714857679;101253,60715729;241636,9425875605
01/08/2024;81585,2141419744;41625,8051429702;124030,002944232;247241,222291766
02/08/2024;91626,5198397829;50620,7412513155;106735,848459436;248983,1095505344
03/08/2024;77138,7994967636;64834,0762353399;90391,1185669493;232363,9942990528
04/08/2024;71622,3485040974;70894,9536503283;84263,439025861;226780,74118028668
05/08/2024;90630,6734488945;76198,1974724013;85024,0591472519;251852,93006854766
06/08/2024;91837,3439456298;63639,4262013447;91070,2332821653;246547,34291398
07/08/2024;84026,3595141069;64484,7301178705;101035,063418925;249546,15305090242
08/08/2024;78169,0923082712;63178,2766112702;106328,478332443;247675,8472519844
09/08/2024;83406,1800474769;66290,3413391819;96518,2251951317;246214,7465817905
10/08/2024;79198,6732614131;56568,3661994151;98164,7859696317;233931,82543045992
11/08/2024;71283,8959612761;54574,5209653366;96945,5750893294;222803,99201594212
12/08/2024;71444,2732992791;67262,4924867638;102511,689853199;241218,4556392419
13/08/2024;75014,7212463714;82455,4639733137;88147,1396675381;245617,3248872232
14/08/2024;75651,1589789497;80316,9259453453;87078,2631899066;243046,3481142016
15/08/2024;65432,5800964768;58320,9589708557;98473,0828264767;222226,6218938092
16/08/2024;73901,3457975074;55958,854122686;110943,95426115;240804,1541813434
17/08/2024;62603,2721912815;58874,1840541294;103006,218507555;224483,6747529659
18/08/2024;67058,9427260266;56895,7688019618;92499,5001015172;216454,21162950562
19/08/2024;67884,2414641802;59526,0469998708;104410,519362419;231820,80782647
20/08/2024;74717,4989495732;63595,8117735296;100031,641270855;238344,9519939578
21/08/2024;75092,1020663951;78570,3197754819;94341,8624111568;248004,2842530338
22/08/2024;73949,7490254401;80215,4768676054;96187,8869885421;250353,11288158759
23/08/2024;77736,9158347566;77289,1313029359;94561,0593163551;249587,1064540476
24/08/2024;64455,0891821139;63750,9245784081;100742,290064809;228948,303825331
25/08/2024;62225,3718494174;71628,0098639768;88999,9503693053;222853,3320826995
26/08/2024;67787,726964184;69979,9221311652;103760,847926428;241528,4970217772
27/08/2024;63704,7357397365;76265,327717694;106493,001975374;246463,6543280452
28/08/2024;61627,1947204861;71412,4516772347;113811,353560484;246850,9999582048
29/08/2024;73432,1511296338;89575,6476759595;85186,6703591322;248194,46916472548
30/08/2024;80102,1348116232;80999,2346429069;80012,4052506865;241113,77470521658
31/08/2024;66569,2270373638;65827,0330164203;96566,7480935796;228963,814736373
01/09/2024;62644,0544878633;58960,1031164067;95608,6069540266;217212,7645582966
02/09/2024;63128,7549822098;61842,8799179652;109216,650537705;234188,28543788003
03/09/2024;68737,9660902901;61929,3262014263;112899,028771828;243566,3210635444
04/09/2024;64637,0987672676;54977,4992058883;121343,520619635;240958,1185927909
05/09/2024;69530,6141514113;58914,8098030581;109154,134773841;237599,5587283104
06/09/2024;71187,1109549023;53707,3114264239;108667,598449599;233562,208309252
07/09/2024;67340,3394463096;46684,8610962471;108861,879149514;222887,7969207072
08/09/2024;65423,9802283701;45699,7015168271;98812,4631294275;209936,1448746247
09/09/2024;64709,6086257509;52503,1341579384;112316,61301584;229529,3557995293
10/09/2024;64527,6802467597;59117,8589279444;109954,448792545;233599,9879672491
11/09/2024;61355,7209355554;50079,0555037532;120791,608064878;232226,3845041866
12/09/2024;61103,5953848426;51612,6355100071;117932,768515619;230648,99941046868
13/09/2024;65652,0905755378;51170,0306871679;115525,50695994;232347,62822264573
14/09/2024;60758,164934647;52016,0535453455;110966,17409042;223740,39257041248
15/09/2024;59632,3568489105;48248,1146894396;103579,758346531;211460,22988488112
16/09/2024;64399,701799379;50055,5950636332;113323,216755898;227778,5136189102
17/09/2024;76334,3998492372;56283,7983375948;101986,712572673;234604,910759505
18/09/2024;70644,2872362074;49818,8284999668;93354,6339479951;213817,7496841693
19/09/2024;62860,6821738057;42195,4625290877;100900,110461059;205956,2551639524
20/09/2024;63750,3231361256;35611,5481385334;102130,117220019;201491,988494678
21/09/2024;66926,7626265133;39159,8575780875;112214,979094072;218301,5992986728
22/09/2024;71336,0049624152;41875,9220674268;99685,9819276111;212897,9089574531
23/09/2024;72727,901536431;41986,5460487633;116052,444894332;230766,89247952632
24/09/2024;73200,7160729491;47437,2258383797;117513,417564079;238151,3594754078
25/09/2024;53345,8658060777;54574,1381295647;128425,465427183;236345,4693628254
26/09/2024;62384,383351702;59214,6324776387;112290,869642572;233889,88547191268
27/09/2024;67302,6700952324;59823,0157321189;105443,400897793;232569,867251443
28/09/2024;67260,6167901182;60980,7601022085;95357,7431657432;223599,1200580699
29/09/2024;64857,6376653648;59059,7709662258;91932,9834696034;215850,392101194
30/09/2024;74578,1677188699;54472,2544139742;103353,722521938;232404,1446547821
01/10/2024;82238,7331881345;46138,4534613194;105670,641368223;234047,8280176769
02/10/2024;64201,5698185445;42376,1746509094;129660,172583896;236237,9170533499
03/10/2024;72394,898541887;49464,4942815771;112373,88459412;234233,2774175841
04/10/2024;72530,7157276761;59487,8387016767;99992,684655409;232011,23908476182
05/10/2024;70264,2647639625;47451,308899795;101649,73634433;219365,3100080875
06/10/2024;75181,4912703371;46891,7526757586;90575,8663986781;212649,1103447738
07/10/2024;73477,0419613323;46665,8194927647;108739,140049184;228882,1503281
08/10/2024;92088,5623320059;53572,2031312315;85044,53468822;230705,30015145737
09/10/2024;91563,4164627326;53106,5181284026;85256,9117290818;229926,84632021698
10/10/2024;89692,5306957519;50021,4915218299;88046,0164366011;227760,3865418292
11/10/2024;80762,2798972831;35051,8594940591;109440,513466186;225254,65285752818
12/10/2024;81147,3054529608;36335,808227705;93262,2972409739;210745,4109216397
13/10/2024;79713,2098973884;35699,6150683545;90274,9560847979;205687,7810505408
14/10/2024;85063,3295257087;34615,8249139157;103878,491927917;223557,6463675414
15/10/2024;89760,715625828;41245,9964823492;98792,875899737;229799,5880079142
16/10/2024;85332,1917495784;42900,2167617095;99919,9275423176;228152,33605360548
17/10/2024;87412,7036765427;36028,491926267;105639,603168232;229080,7987710417
18/10/2024;90894,2918699744;46251,9813398212;92073,4760559151;229219,7492657107
19/10/2024;89435,5636108624;43125,3486756044;82557,9039858361;215118,8162723029
20/10/2024;89649,8352096261;40520,6904579094;81654,4577754643;211824,98344299977
21/10/2024;93167,5663012827;40683,3661427948;94982,5342184949;228833,4666625724
22/10/2024;92354,0211953898;44660,9822234387;96418,2981992333;233433,30161806179
23/10/2024;99477,7904342042;40027,1618615619;92877,3674203441;232382,31971611019
24/10/2024;97403,8824655016;33075,6904359573;100330,370210427;230809,94311188592
25/10/2024;95894,6154391636;26997,1360695776;105433,47058494;228325,2220936812
26/10/2024;94424,2508548539;38060,9166428313;84122,1535605586;216607,3210582438
27/10/2024;92419,9976172091;38329,0458108543;76173,3780170429;206922,42144510627
28/10/2024;94632,8823791259;39283,3654540866;92659,75427382;226576,21070325
29/10/2024;97429,3342277113;42221,1343549973;89464,2839282822;229114,75251099077
30/10/2024;102998,933495606;43779,5836808111;86195,3993591239;232973,916535541
31/10/2024;99322,4498273194;37751,3494470345;68909,5000473981;205983,29932175198
01/11/2024;101247,525528695;35537,2177007972;72459,3356982121;209244,789277043
02/11/2024;102104,74674719;31587,4249887454;85398,8327127924;219091,444872782
03/11/2024;98079,2450145831;31980,2255395287;81876,1961087573;211935,6666628691
04/11/2024;95774,5193892404;27262,7053173167;102526,829047185;225564,5375374213
05/11/2024;95810,7328498054;29819,0971453212;104416,875670148;230046,70566527458
06/11/2024;92365,8246686531;33371,9891910898;103642,251203852;229380,650635949
07/11/2024;92574,999354336;34357,34781785;102345,628367922;229277,97554010802
08/11/2024;97680,3788304224;36902,6096261566;91847,7666970632;226430,75515364218
09/11/2024;92634,9622892624;40157,6770131863;80802,3677301114;213595,703256013
10/11/2024;94179,5319058412;31181,0085158365;80555,1915745373;205915,731996215
11/11/2024;96495,678772068;28255,396952162;100375,004176102;225126,79900332
12/11/2024;93490,3322020724;36482,954626368;104110,054571468;234083,34139990842
13/11/2024;91238,0403490187;46851,0972324359;92668,7331964194;230757,870777874
14/11/2024;91073,9955170444;42220,644221462;97314,1375052982;230608,7772438046
15/11/2024;94489,9915207524;38952,2837339804;97743,0565427614;231185,3317974942
16/11/2024;91064,8482106686;34858,3918570257;91674,3654764485;217597,6055441428
17/11/2024;91682,0610480912;29170,1798393631;87227,3480301575;208079,5889176118
18/11/2024;93589,510969751;41949,8091408466;90834,9112902575;226374,2314008551
19/11/2024;93089,1002090153;43648,7475175912;96053,7589230638;232791,60664967028
20/11/2024;89679,2929294445;40872,9305746279;102545,186428638;233097,4099327104
21/11/2024;93603,8742521683;43003,3480973169;96663,813059797;233271,354092822
22/11/2024;92385,3782377969;41146,3589994842;99653,7683830232;233185,50562030432
23/11/2024;84910,6966243209;38428,9982508045;98226,8594979006;221566,554373026
24/11/2024;88949,314675913;32055,5302222308;89565,0331696862;210569,87806783
25/11/2024;90254,2685110849;39036,6113469496;101025,450830349;230316,3306883835
26/11/2024;95692,5567152101;38930,9718671365;100529,015406854;235152,5439892006
27/11/2024;95541,4547941708;38650,4594226856;101158,939227059;235350,85344391543
28/11/2024;88688,2902396792;37349,8485983971;109255,33107784;235293,4699159163
29/11/2024;82030,7035729939;41455,0284489261;110730,126080107;234215,858102027
30/11/2024;79827,4103393275;38967,1643120244;104341,079095911;223135,6537472629
01/12/2024;78910,4398751771;31875,3849657612;102692,1623306;213477,9871715383
02/12/2024;74152,3733831138;35727,6272781542;126363,666161432;236243,6668227
03/12/2024;76043,7637654927;41321,1757756244;116516,095658174;233881,3519929107
04/12/2024;80864,9950870968;51471,816672001;105597,22725887;237934,390179678
05/12/2024;81817,1867762691;52287,5088319311;105687,938839493;239792,6344476932
06/12/2024;79072,3343103798;41564,7969705113;118345,692421247;238982,8237021381
07/12/2024;71563,0387022511;39272,0896458604;113567,871098513;224402,99944662448
08/12/2024;68803,6749414266;35069,8075190357;103309,998148007;207183,48060846928
09/12/2024;78333,8450375917;37395,9694037028;122051,156310599;237780,9707518935
10/12/2024;70243,8251911048;49119,8454034358;122621,922134738;241985,5927292786
11/12/2024;70984,6557021985;50319,3628599124;119490,624385218;240794,64294732892
12/12/2024;72561,0896691317;45857,4199533989;124460,525539484;242879,351620146
13/12/2024;69279,8307892203;46231,6092243522;125836,636696613;241348,767101855
14/12/2024;70434,6929195255;47200,5086474091;107689,098552724;225324,3001196586
15/12/2024;70189,4717761651;47657,1595271452;95073,6022840683;212920,2335873786
16/12/2024;74577,4310980021;54011,2669364952;107824,121479655;236412,8195141523
17/12/2024;70734,4256941579;58274,6795991409;116435,345364491;245444,4506577898
18/12/2024;69476,3732074065;58571,3406596364;121042,696134118;249090,41000116093
19/12/2024;69671,8286503379;57202,6902515718;122360,786854262;249235,3057561717
20/12/2024;75086,5390352773;56187,769925537;112905,248125869;244179,5570866833
21/12/2024;73646,4327231062;47607,4610162616;111911,744564657;233165,63830402482
22/12/2024;66441,8425689347;46557,5522617367;106734,383661251;219733,77849192242
23/12/2024;69306,9351855612;49683,9479766226;121549,818790259;240540,70195244282
24/12/2024;70447,4791507477;48198,7443075764;123745,416636159;242391,6400944831
25/12/2024;71050,4740832;48687,4950859794;101596,368756418;221334,33792559739
26/12/2024;77282,2912451998;53361,6907533461;112981,416269891;243625,3982684369
27/12/2024;76628,021827217;53994,6809457617;116089,379458785;246712,822317637
28/12/2024;79568,7147429724;49006,3331928288;109786,847929535;238361,8958653362
29/12/2024;71832,5079268873;42911,8107332627;109416,283790304;224160,602450454
30/12/2024;73408,1015169633;55841,6121758863;119726,052732824;248975,76642567362
31/12/2024;73265,5968042327;45824,304247385;121929,255334395;241019,15638601268
01/01/2025;62803,0870757522;42384,6632255694;104321,258635052;209509,893637358
02/01/2025;69697,1324433011;40596,0898490528;128785,854364706;239079,766570599
03/01/2025;68217,4840956541;53910,8543257613;120724,938224081;242853,27664549637
04/01/2025;61925,2989344054;54615,2040413807;113793,199117344;230333,7020931301
05/01/2025;63447,0663773488;50706,7940017352;107378,815603862;221532,675982946
06/01/2025;77968,8517424281;58590,5617091963;110686,585425702;247245,99887732638
07/01/2025;70880,1325999337;56113,9432838917;111562,00833798;238556,842218054
08/01/2025;64958,6429335126;53343,8197861125;120914,652965056;239217,1156846811
09/01/2025;58908,891783682;52240,8003865144;126532,598447033;237682,2906172294
10/01/2025;63989,5155163603;47332,0361571171;126092,067255539;237413,6189290164
11/01/2025;58349,7069932897;51885,9353915465;118374,556437662;228610,1988224982
12/01/2025;61433,4339781697;48139,9481209654;109778,037196562;219351,4192956971
13/01/2025;62608,8135988351;51150,0082156331;126013,771330967;239772,5931454352
14/01/2025;66054,1530409541;59811,1519937066;117677,674594202;243542,9796288627
15/01/2025;64815,5633431373;64078,5753588482;114976,647556868;243870,7862588535
16/01/2025;61813,3015553379;61515,4868398405;120798,592882969;244127,3812781474
17/01/2025;46986,3129820757;40699,4114048192;118772,587131126;206458,3115180209
18/01/2025;52263,1028602319;51566,8909088067;121649,011763097;225479,55321356
19/01/2025;53686,8841809567;50182,853342651;111011,979344666;214881,7168682737
20/01/2025;60360,1138947773;57154,3506983651;121722,748740027;239237,2133331694
21/01/2025;62550,263994385;60545,7024137002;117370,48155909;240466,4479671752
22/01/2025;60184,0877627135;63930,6315730343;116687,594300161;240802,3136359088
23/01/2025;59010,8414434003;63792,0471034807;117192,162791735;239995,51338616
24/01/2025;56403,2842115011;56240,4418851492;129305,761443557;241949,48754020728
25/01/2025;50468,6843370878;58929,5707955722;121651,544502482;231049,799635142
26/01/2025;51778,055151762;54950,2203608308;115658,001775738;222386,27728833078
27/01/2025;57076,6895799232;58414,9345957706;127512,49501923;243004,1191949238
28/01/2025;50037,1568433814;67525,58651811;133955,832799834;251518,57616132539
29/01/2025;48214,1381712374;80503,4168246381;122453,991791588;251171,5467874635
30/01/2025;48485,5050705406;78790,9623755166;123906,072821162;251182,54026721918
31/01/2025;48283,0398085574;69769,8158157223;131227,640014813;249280,4956390927
01/02/2025;44772,4376110807;63707,2383533782;126287,626643919;234767,30260837788
02/02/2025;51238,3284148119;62158,9996415999;117777,145299984;231174,47335639579
03/02/2025;55092,4421043341;73552,3351633849;127091,071556145;255735,848823864
04/02/2025;55886,4724715064;69377,8103634039;119173,689762984;244437,9725978943
05/02/2025;54579,7232019104;70735,9277960625;121050,251859678;246365,9028576509
06/02/2025;51058,9305650808;68574,1050959695;130484,418350183;250117,4540112333
07/02/2025;51341,5773486711;71585,455334017;123565,385744798;246492,4184274861
08/02/2025;54311,185935497;62338,475919667;116208,705835258;232858,367690422
09/02/2025;50559,5569071555;58493,3332132083;114138,701069823;223191,5911901868
10/02/2025;53716,3835741384;73964,7668267559;120081,346117572;247762,49651846633
11/02/2025;52532,1736861403;74347,8823862172;119602,161928513;246482,2180008705
12/02/2025;52208,748630443;65616,7054555302;129349,416122637;247174,8702086102
13/02/2025;55840,649782713;62094,2645931144;129424,396059732;247359,3104355594
14/02/2025;53895,263696783;68084,5946406486;124317,529817654;246297,3881550856
15/02/2025;48265,2945114554;60558,6316384147;123751,195390538;232575,12154040812
16/02/2025;44129,4208468906;61628,8341291592;120230,221387093;225988,47636314278
17/02/2025;44631,3600589719;69753,2091483259;131700,836962598;246085,40616989578
18/02/2025;44006,1596771704;76215,2147595702;125966,144689825;246187,5191265656
19/02/2025;47983,1799219469;85016,3872584259;112286,831886938;245286,3990673108
20/02/2025;48363,601599113;90987,0517361957;106209,021258746;245559,6745940547
21/02/2025;42177,7253519138;88113,1096589636;114033,764853707;244324,5998645844
22/02/2025;40775,5172670213;82434,4947943611;107980,773610618;231190,7856720004
23/02/2025;40883,5564571607;74402,0608271527;103761,804019237;219047,4213035504
24/02/2025;50295,8560092118;70611,4158823466;118475,566298982;239382,83819054038
25/02/2025;43880,8947073425;75800,7070747938;124776,14663586;244457,7484179963
26/02/2025;47028,7404944573;81819,7383029593;122585,42327587;251433,9020732866
27/02/2025;51741,1970818235;77977,1260801983;111222,421011104;240940,7441731258
28/02/2025;52651,5958549702;97364,0418551642;98005,0975900394;248020,7353001738
01/03/2025;50034,8844311953;83383,8596173684;100588,013865714;234006,75791427772
02/03/2025;42981,120877392;75975,9333918906;110229,479722493;229186,5339917756
03/03/2025;46819,8731048812;94056,1023675356;108643,935335822;249519,91080823878
04/03/2025;50124,9719918498;94586,8524404069;104315,916794998;249027,74122725468
05/03/2025;50290,1060110011;96778,9434316861;97334,2401166382;244403,28955932538
06/03/2025;48678,7749859407;94763,3165890609;103626,007124196;247068,9869919758
07/03/2025;45248,4876536543;89208,8092231896;110450,741191493;244908,380683369
08/03/2025;38019,0936116836;69988,2117246845;124851,519386228;232858,8247225961
09/03/2025;34734,4509584798;74091,8147604521;113029,245986791;221855,5117057229
10/03/2025;41020,9470073943;85690,8041090702;116146,611938651;242858,3630551155
11/03/2025;39209,5590726091;87309,4705029289;120734,332579449;247253,362154987
12/03/2025;38330,0368486708;99916,4842118014;109407,990859372;247654,5119198442
13/03/2025;42351,384682709;88987,0067106345;114783,968123424;246122,3595167675
14/03/2025;46201,8183249833;97119,2983901142;100635,90518213;243957,218972275
15/03/2025;52751,9559542864;86414,8956414129;91711,5155412765;230878,3671369758
16/03/2025;39074,2042512107;76808,2014420202;105585,016039554;221467,4217327849
17/03/2025;43524,034211448;90803,768647312;109735,601546158;244063,404404918
18/03/2025;37806,4802845878;95920,6093015011;112815,655566961;246542,74515304988
19/03/2025;40817,2308475163;89136,9380804545;117624,314385475;247578,48331344582
20/03/2025;40630,5279882315;85915,1438728751;117540,074960407;244085,74682151357
21/03/2025;40603,8239631312;83534,4755694631;117670,804787305;241809,10431989928
22/03/2025;36034,6766761913;76448,5317542098;118793,182827731;231276,39125813212
23/03/2025;37917,6398459231;74096,1631114355;107950,175704533;219963,9786618916
24/03/2025;47346,2892962714;82312,7748637936;108440,983528968;238100,47689033
25/03/2025;49976,2066821176;87562,2794594873;100731,478172285;238269,9643138899
26/03/2025;46977,4093735535;88216,7731236971;104055,847237174;239250,297344246
27/03/2025;48504,1896085234;94872,2509654004;97252,7875721303;240629,22814605408
28/03/2025;47873,811740645;90617,9248606664;99148,4780284901;237640,2146298015
29/03/2025;46200,8538129071;71937,4970435673;107592,421025638;225730,7718821124
30/03/2025;43503,8874774132;66927,8674095292;108118,366633349;218550,12152029137
31/03/2025;40825,2328964184;63189,474759016;130616,975602025;234631,6832574594
01/04/2025;43091,8949440552;73582,4270863617;112893,570244577;229567,89227499388
02/04/2025;46473,8534438448;77225,2807863235;107478,173674148;231177,3079043163
03/04/2025;40065,6499510645;77164,5876056314;108459,084873819;225689,3224305149
04/04/2025;40673,0675446144;85605,0627061438;100384,135203307;226662,2654540652
05/04/2025;47436,1816866938;88692,3339477011;96317,1921440075;232445,70777840237
06/04/2025;39255,0046066136;78769,1071863111;98295,9505651713;216320,62358096
07/04/2025;44405,3406800897;83061,468798924;100005,014800644;227471,82427965768
08/04/2025;47071,4562306691;87443,2731794432;91167,4772827994;225682,2066929117
09/04/2025;48122,8450633826;89688,2976142853;86341,9938581925;224153,1365358604
10/04/2025;43056,2094519176;88141,7411142973;105278,743356532;236476,69392274693
11/04/2025;48570,5545921209;79977,6348570328;97559,7858083125;226107,9752574662
12/04/2025;37583,2435064789;84618,7385077935;102337,054622705;224539,366369774
13/04/2025;32451,9099097539;92221,7617422557;88097,9221918487;212771,59384385828
14/04/2025;37213,9600882886;88626,5153892511;99279,456679553;225119,9321570927
15/04/2025;43853,0695787316;70251,0144937327;97539,040093342;211643,12416580628
16/04/2025;37188,1150299524;76444,0855182572;102648,927907753;216281,12845596258
17/04/2025;34402,8260687108;75655,9273483616;106980,351569294;217039,1049863664
18/04/2025;34055,014117113;81028,2598315772;99943,2691435728;215026,54309226302
19/04/2025;36354,3381978653;90235,6033487331;85495,4910445999;212085,4325911983
20/04/2025;35749,0874854307;92979,2537336283;81836,0148826168;210564,35610167577
21/04/2025;41351,5756232411;111977,267764309;74641,0259297369;227969,869317287
22/04/2025;37892,400068287;102228,102021576;91731,8378371519;231852,3399270149
23/04/2025;59098,6710344289;90193,8823186693;87678,2663850479;236970,81973814612
24/04/2025;51986,9930581323;72367,1899539838;112164,613079472;236518,7960915881
25/04/2025;59375,4766041113;79657,8537217865;95187,0763468331;234220,40667273087
26/04/2025;62179,5573264448;60499,4922707124;100655,657373345;223334,70697050221
27/04/2025;47956,9406474944;60154,9209350718;101798,68280612;209910,5443886862
28/04/2025;51579,4669206592;75386,549540382;103109,600539189;230075,6170002302
29/04/2025;61358,6512991797;84861,4279138873;92410,614487838;238630,693700905
30/04/2025;55738,6264853333;80786,2690675299;98130,5713690369;234655,4669219001
01/05/2025;44001,3036374919;72423,7373365257;97819,516993556;214244,55796757358
02/05/2025;52014,5664530125;77811,3225392739;104072,689392061;233898,5783843474
03/05/2025;51773,8752983571;71941,1686108223;100400,705706287;224115,7496154664
04/05/2025;46147,4845887082;67515,2876058044;98746,4013118586;212409,1735063712
05/05/2025;59039,7805551729;84988,1586777882;90049,4285209875;234077,3677539486
06/05/2025;55712,0379938129;81088,3988133891;100949,393955062;237749,830762264
07/05/2025;60683,8526494728;88855,6933396397;88597,1602724548;238136,7062615673
08/05/2025;63120,0277101129;96459,487393217;83317,0762962661;242896,591399596
09/05/2025;65974,7610152649;82661,5055125578;89800,258712129;238436,5252399517
10/05/2025;53878,0601163725;77705,0931189606;90839,2560355492;222422,40927088232
11/05/2025;58776,3930253873;79559,2097546529;77052,569898797;215388,17267883717
12/05/2025;59832,8994286102;86408,2773642455;95693,7599275813;241934,936720437
13/05/2025;60300,0205324953;83778,2940930115;93808,1259312178;237886,4405567246
14/05/2025;58407,5825862447;93511,2323190338;85691,376698035;237610,1916033135
15/05/2025;56820,1943606244;94907,1141917833;84163,4953762322;235890,8039286399
16/05/2025;58123,4059517239;82730,7455070597;96348,1204972509;237202,2719560345
17/05/2025;60199,5002346022;76433,6151754105;95767,4144612399;232400,5298712526
18/05/2025;61631,2373047858;84572,2454606534;75085,9898956608;221289,47266109998
19/05/2025;57399,4120669632;87700,5159030709;93138,0223416498;238237,9503116839
20/05/2025;56923,8602619489;86095,1552462464;94618,1306103168;237637,1461185121
21/05/2025;49155,0678116991;76214,3724543618;96893,1644969635;222262,6047630244
22/05/2025;54725,3912534797;85434,0785176752;95958,1185170957;236117,5882882506
23/05/2025;68149,4832265257;88401,3383831657;83900,219262887;240451,408725784
24/05/2025;57086,8326050965;81737,3284122365;91827,0225582228;230651,1835755558
25/05/2025;50902,162088519;73729,1295770463;102351,947371768;226983,2390373333
26/05/2025;63486,3700489473;85899,1644243833;96048,2738887645;245433,8083620951
27/05/2025;60063,9541322759;70642,0307730192;118692,095930368;249398,808356631
28/05/2025;45137,2699504652;81016,2479456016;120119,228918644;246272,7468147108
29/05/2025;60803,0733063992;77881,5491709566;107494,591554936;246179,21403229178
30/05/2025;56893,9229369088;72337,0021968145;116672,862410493;245903,78754421632
