column,q1,q3,iqr,lower_bound,upper_bound,n_outliers,pct_outliers
anio,2011.5,2017.5,6.0,2002.5,2026.5,0,0.0
cap_instalada_mw,4.6055,24.17,19.564500000000002,-24.741250000000004,53.51675,0,0.0
demanda_max_mw,2.2424999999999997,10.494499999999999,8.251999999999999,-10.135499999999999,22.872499999999995,0,0.0
demanda_capacidad,0.43,0.51,0.08000000000000002,0.30999999999999994,0.63,0,0.0
